CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,ITF,P21,CAT_OCUP,PP03J,ANO,HOGAR_ID,ADULTO_EQUIVALENTE,AD_EQUIV_HOGAR,INGRESO_NECESARIO,POBRE,EDAD,edad2,educ,ingreso_total_familiar,horastrab_x,horastrab_y,miembros_hogar,horastrab
164917  ,1.0,4.0,1,4.0,,,1,4,5.0,936.25,3745.0,0.0,0.0,0.0,2005,164917  _1.0,0.55,2.92,598.8044,0,4.0,16.0,3,1333628.4195933456,,,4,
165111  ,1.0,1.0,1,84.0,,,3,3,1.0,490.0,490.0,0.0,0.0,0.0,2005,165111  _1.0,0.74,0.74,151.7518,0,84.0,7056.0,9,174493.438077634,,,1,
165201  ,1.0,1.0,1,46.0,,,7,1,0.0,1185.0,5925.0,2125.0,3.0,No,2005,165201  _1.0,1.0,3.87,793.6209,0,46.0,2116.0,0,2109946.1645101663,,,5,60.0
165201  ,1.0,2.0,2,47.0,,,7,1,0.0,1185.0,5925.0,2000.0,3.0,No,2005,165201  _1.0,0.76,3.87,793.6209,0,47.0,2209.0,0,2109946.1645101663,,,5,60.0
165201  ,1.0,3.0,1,10.0,,,2,3,3.0,1185.0,5925.0,0.0,0.0,0.0,2005,165201  _1.0,0.79,3.87,793.6209,0,10.0,100.0,7,2109946.1645101663,,,5,60.0
165201  ,1.0,4.0,2,8.0,,,2,4,3.0,1185.0,5925.0,0.0,0.0,0.0,2005,165201  _1.0,0.68,3.87,793.6209,0,8.0,64.0,7,2109946.1645101663,,,5,60.0
165201  ,1.0,5.0,1,6.0,,,2,4,3.0,1185.0,5925.0,0.0,0.0,0.0,2005,165201  _1.0,0.64,3.87,793.6209,0,6.0,36.0,7,2109946.1645101663,,,5,60.0
165315  ,1.0,1.0,2,79.0,,,7,3,1.0,800.0,800.0,0.0,0.0,0.0,2005,165315  _1.0,0.63,0.63,129.1941,0,79.0,6241.0,0,284887.2458410351,,,1,
165365  ,1.0,1.0,2,30.0,,,7,1,0.0,2500.0,2500.0,2500.0,3.0,No,2005,165365  _1.0,0.77,0.77,157.9039,0,30.0,900.0,0,890272.6432532347,,,1,55.0
165629  ,1.0,1.0,2,78.0,,,3,3,1.0,540.0,1620.0,0.0,0.0,0.0,2005,165629  _1.0,0.63,2.4,492.168,0,78.0,6084.0,9,576896.6728280961,,,3,
165629  ,1.0,2.0,1,48.0,,,4,1,0.0,540.0,1620.0,200.0,2.0,Sí,2005,165629  _1.0,1.0,2.4,492.168,0,48.0,2304.0,12,576896.6728280961,,,3,
165629  ,1.0,3.0,2,39.0,,,6,1,0.0,540.0,1620.0,920.0,3.0,No,2005,165629  _1.0,0.77,2.4,492.168,0,39.0,1521.0,17,576896.6728280961,,,3,
165701  ,1.0,1.0,2,68.0,,,3,3,1.0,450.0,450.0,0.0,0.0,0.0,2005,165701  _1.0,0.67,0.67,137.39690000000002,0,68.0,4624.0,9,160249.07578558224,,,1,
165803  ,1.0,1.0,1,29.0,,,7,1,0.0,10000.0,10000.0,7000.0,1.0,No,2005,165803  _1.0,1.02,1.02,209.1714,0,29.0,841.0,0,3561090.5730129387,,,1,55.0
165872  ,1.0,1.0,1,57.0,,,6,1,0.0,556.6666666666666,3340.0,3000.0,3.0,No,2005,165872  _1.0,1.0,5.17,1060.2119,0,57.0,3249.0,17,1189404.2513863216,,,6,40.0
165872  ,1.0,2.0,2,52.0,,,5,3,4.0,556.6666666666666,3340.0,0.0,0.0,0.0,2005,165872  _1.0,0.76,5.17,1060.2119,0,52.0,2704.0,14,1189404.2513863216,,,6,40.0
165872  ,1.0,3.0,1,30.0,,,5,1,0.0,556.6666666666666,3340.0,0.0,3.0,Sí,2005,165872  _1.0,1.0,5.17,1060.2119,0,30.0,900.0,14,1189404.2513863216,,,6,40.0
165872  ,1.0,4.0,1,28.0,,,5,1,0.0,556.6666666666666,3340.0,0.0,3.0,Sí,2005,165872  _1.0,1.02,5.17,1060.2119,0,28.0,784.0,14,1189404.2513863216,,,6,40.0
165872  ,1.0,5.0,2,18.0,,,4,3,7.0,556.6666666666666,3340.0,0.0,0.0,0.0,2005,165872  _1.0,0.76,5.17,1060.2119,0,18.0,324.0,12,1189404.2513863216,,,6,40.0
165872  ,1.0,6.0,2,78.0,,,3,3,1.0,556.6666666666666,3340.0,0.0,0.0,0.0,2005,165872  _1.0,0.63,5.17,1060.2119,0,78.0,6084.0,9,1189404.2513863216,,,6,40.0
166350  ,1.0,1.0,2,49.0,,,5,1,0.0,320.0,1600.0,500.0,3.0,No,2005,166350  _1.0,0.76,4.3100000000000005,883.8517,0,49.0,2401.0,14,569774.4916820702,,,5,60.0
166350  ,1.0,2.0,1,33.0,,,5,1,0.0,320.0,1600.0,900.0,3.0,No,2005,166350  _1.0,1.0,4.3100000000000005,883.8517,0,33.0,1089.0,14,569774.4916820702,,,5,60.0
166350  ,1.0,3.0,1,25.0,,,6,1,0.0,320.0,1600.0,200.0,3.0,No,2005,166350  _1.0,1.02,4.3100000000000005,883.8517,0,25.0,625.0,17,569774.4916820702,,,5,60.0
166350  ,1.0,4.0,2,26.0,,,6,2,0.0,320.0,1600.0,0.0,3.0,0.0,2005,166350  _1.0,0.76,4.3100000000000005,883.8517,0,26.0,676.0,17,569774.4916820702,,,5,60.0
166350  ,1.0,5.0,2,16.0,,,4,3,3.0,320.0,1600.0,0.0,0.0,0.0,2005,166350  _1.0,0.77,4.3100000000000005,883.8517,0,16.0,256.0,12,569774.4916820702,,,5,60.0
166903  ,1.0,1.0,1,49.0,,,4,1,0.0,500.0,1000.0,300.0,2.0,No,2005,166903  _1.0,1.0,1.76,360.9232,0,49.0,2401.0,12,356109.0573012939,,,2,40.0
166903  ,1.0,2.0,2,54.0,,,5,1,0.0,500.0,1000.0,700.0,2.0,No,2005,166903  _1.0,0.76,1.76,360.9232,0,54.0,2916.0,14,356109.0573012939,,,2,40.0
167266  ,1.0,1.0,2,48.0,,,6,1,0.0,883.3333333333334,2650.0,1900.0,2.0,No,2005,167266  _1.0,0.76,2.39,490.1173,0,48.0,2304.0,17,943689.0018484289,,,3,50.0
167266  ,1.0,2.0,1,15.0,,,4,3,3.0,883.3333333333334,2650.0,0.0,0.0,0.0,2005,167266  _1.0,1.0,2.39,490.1173,0,15.0,225.0,12,943689.0018484289,,,3,50.0
167266  ,1.0,3.0,2,79.0,,,3,3,4.0,883.3333333333334,2650.0,0.0,0.0,0.0,2005,167266  _1.0,0.63,2.39,490.1173,0,79.0,6241.0,9,943689.0018484289,,,3,50.0
167616  ,1.0,1.0,1,80.0,,,5,3,1.0,695.0,1390.0,0.0,0.0,0.0,2005,167616  _1.0,0.74,1.41,289.1487,0,80.0,6400.0,14,494991.5896487985,,,2,
167616  ,1.0,2.0,2,64.0,,,5,3,4.0,695.0,1390.0,0.0,0.0,0.0,2005,167616  _1.0,0.67,1.41,289.1487,0,64.0,4096.0,14,494991.5896487985,,,2,
167674  ,1.0,1.0,1,62.0,,,4,3,4.0,440.0,880.0,0.0,0.0,0.0,2005,167674  _1.0,0.83,1.59,326.0613,0,62.0,3844.0,12,313375.9704251386,,,2,
167674  ,1.0,2.0,2,60.0,,,4,1,0.0,440.0,880.0,280.0,3.0,No,2005,167674  _1.0,0.76,1.59,326.0613,0,60.0,3600.0,12,313375.9704251386,,,2,
167989  ,1.0,1.0,1,25.0,,,4,1,0.0,570.0,570.0,570.0,3.0,No,2005,167989  _1.0,1.02,1.02,209.1714,0,25.0,625.0,12,202982.16266173753,,,1,30.0
168264  ,1.0,1.0,1,30.0,,,7,1,0.0,700.0,700.0,700.0,3.0,No,2005,168264  _1.0,1.0,1.0,205.07,0,30.0,900.0,0,249276.34011090573,,,1,30.0
168274  ,1.0,1.0,2,30.0,,,7,1,0.0,1400.0,1400.0,700.0,3.0,Sí,2005,168274  _1.0,0.77,0.77,157.9039,0,30.0,900.0,0,498552.68022181146,,,1,55.0
168614  ,1.0,1.0,2,68.0,,,7,3,1.0,428.0,428.0,0.0,0.0,0.0,2005,168614  _1.0,0.67,0.67,137.39690000000002,0,68.0,4624.0,0,152414.67652495377,,,1,
168680  ,1.0,1.0,1,36.0,,,4,1,0.0,200.0,1200.0,600.0,3.0,No,2005,168680  _1.0,1.0,5.3,1086.871,0,36.0,1296.0,12,427330.8687615527,,,6,72.0
168680  ,1.0,2.0,2,50.0,,,3,1,0.0,200.0,1200.0,100.0,3.0,Sí,2005,168680  _1.0,0.76,5.3,1086.871,0,50.0,2500.0,9,427330.8687615527,,,6,72.0
168680  ,1.0,3.0,2,21.0,,,5,2,0.0,200.0,1200.0,0.0,3.0,0.0,2005,168680  _1.0,0.76,5.3,1086.871,0,21.0,441.0,14,427330.8687615527,,,6,72.0
168680  ,1.0,4.0,1,18.0,,,5,1,0.0,200.0,1200.0,0.0,3.0,Sí,2005,168680  _1.0,1.02,5.3,1086.871,0,18.0,324.0,14,427330.8687615527,,,6,72.0
168680  ,1.0,5.0,1,15.0,,,4,3,3.0,200.0,1200.0,0.0,0.0,0.0,2005,168680  _1.0,1.0,5.3,1086.871,0,15.0,225.0,12,427330.8687615527,,,6,72.0
168680  ,1.0,6.0,2,13.0,,,4,3,3.0,200.0,1200.0,0.0,0.0,0.0,2005,168680  _1.0,0.76,5.3,1086.871,0,13.0,169.0,12,427330.8687615527,,,6,72.0
168680  ,2.0,1.0,2,30.0,,,5,1,0.0,366.6666666666667,1100.0,240.0,3.0,Sí,2005,168680  _2.0,0.77,2.28,467.5596000000001,0,30.0,900.0,14,391719.9630314233,,,3,20.0
168680  ,2.0,2.0,1,33.0,,,6,1,0.0,366.6666666666667,1100.0,700.0,3.0,No,2005,168680  _2.0,1.0,2.28,467.5596000000001,0,33.0,1089.0,17,391719.9630314233,,,3,20.0
168680  ,2.0,3.0,1,3.0,,,1,4,5.0,366.6666666666667,1100.0,0.0,0.0,0.0,2005,168680  _2.0,0.51,2.28,467.5596000000001,0,3.0,9.0,3,391719.9630314233,,,3,20.0
168793  ,1.0,1.0,1,94.0,,,7,3,1.0,625.0,1250.0,0.0,0.0,0.0,2005,168793  _1.0,0.74,1.37,280.9459,0,94.0,8836.0,0,445136.32162661734,,,2,
168793  ,1.0,2.0,2,78.0,,,5,3,7.0,625.0,1250.0,0.0,0.0,0.0,2005,168793  _1.0,0.63,1.37,280.9459,0,78.0,6084.0,14,445136.32162661734,,,2,
168821  ,1.0,1.0,1,79.0,,,3,1,0.0,600.0,600.0,600.0,3.0,No,2005,168821  _1.0,0.74,0.74,151.7518,0,79.0,6241.0,9,213665.43438077634,,,1,45.0
168906  ,1.0,2.0,2,26.0,,,5,1,0.0,850.0,850.0,850.0,3.0,No,2005,168906  _1.0,0.76,0.76,155.8532,0,26.0,676.0,14,302692.6987060998,,,1,50.0
169209  ,1.0,1.0,1,68.0,,,6,3,1.0,700.0,700.0,0.0,0.0,0.0,2005,169209  _1.0,0.83,0.83,170.20809999999997,0,68.0,4624.0,17,249276.34011090573,,,1,
169404  ,1.0,1.0,2,43.0,,,2,1,0.0,272.0,1360.0,300.0,3.0,Sí,2005,169404  _1.0,0.77,3.97,814.1279000000001,0,43.0,1849.0,7,484308.3179297597,,,5,51.0
169404  ,1.0,2.0,1,45.0,,,3,1,0.0,272.0,1360.0,400.0,3.0,No,2005,169404  _1.0,1.0,3.97,814.1279000000001,0,45.0,2025.0,9,484308.3179297597,,,5,51.0
169404  ,1.0,3.0,2,26.0,,,4,1,0.0,272.0,1360.0,0.0,3.0,No,2005,169404  _1.0,0.76,3.97,814.1279000000001,0,26.0,676.0,12,484308.3179297597,,,5,51.0
169404  ,1.0,4.0,1,8.0,,,2,4,7.0,272.0,1360.0,0.0,0.0,0.0,2005,169404  _1.0,0.68,3.97,814.1279000000001,0,8.0,64.0,7,484308.3179297597,,,5,51.0
169404  ,1.0,5.0,2,20.0,,,5,2,0.0,272.0,1360.0,0.0,3.0,0.0,2005,169404  _1.0,0.76,3.97,814.1279000000001,0,20.0,400.0,14,484308.3179297597,,,5,51.0
169551  ,1.0,1.0,1,55.0,,,7,1,0.0,918.75,3675.0,1200.0,3.0,No,2005,169551  _1.0,1.0,3.58,734.1505999999999,0,55.0,3025.0,0,1308700.785582255,,,4,
169551  ,1.0,2.0,2,44.0,,,7,1,0.0,918.75,3675.0,1200.0,2.0,No,2005,169551  _1.0,0.77,3.58,734.1505999999999,0,44.0,1936.0,0,1308700.785582255,,,4,
169551  ,1.0,3.0,1,17.0,,,4,3,3.0,918.75,3675.0,0.0,0.0,0.0,2005,169551  _1.0,1.04,3.58,734.1505999999999,0,17.0,289.0,12,1308700.785582255,,,4,
169551  ,1.0,4.0,2,15.0,,,4,3,3.0,918.75,3675.0,0.0,0.0,0.0,2005,169551  _1.0,0.77,3.58,734.1505999999999,0,15.0,225.0,12,1308700.785582255,,,4,
170191  ,1.0,1.0,1,59.0,,,3,1,0.0,387.5,1550.0,1100.0,3.0,No,2005,170191  _1.0,1.0,3.85,789.5195,0,59.0,3481.0,9,551969.0388170056,,,5,48.0
170191  ,1.0,3.0,2,75.0,,,2,3,4.0,387.5,1550.0,0.0,0.0,0.0,2005,170191  _1.0,0.67,3.85,789.5195,0,75.0,5625.0,7,551969.0388170056,,,5,48.0
170191  ,1.0,3.0,2,75.0,,,2,3,4.0,387.5,1550.0,0.0,0.0,0.0,2005,170191  _1.0,0.63,3.85,789.5195,0,75.0,5625.0,7,551969.0388170056,,,5,48.0
170191  ,1.0,5.0,2,19.0,,,4,2,0.0,387.5,1550.0,0.0,3.0,0.0,2005,170191  _1.0,0.76,3.85,789.5195,0,19.0,361.0,12,551969.0388170056,,,5,48.0
170191  ,1.0,6.0,1,10.0,,,2,3,3.0,387.5,1550.0,0.0,0.0,0.0,2005,170191  _1.0,0.79,3.85,789.5195,0,10.0,100.0,7,551969.0388170056,,,5,48.0
170273  ,1.0,1.0,2,77.0,,,3,3,1.0,510.0,1020.0,0.0,0.0,0.0,2005,170273  _1.0,0.63,1.39,285.0473,0,77.0,5929.0,9,363231.2384473198,,,2,
170273  ,1.0,2.0,2,48.0,,,6,2,0.0,510.0,1020.0,0.0,3.0,0.0,2005,170273  _1.0,0.76,1.39,285.0473,0,48.0,2304.0,17,363231.2384473198,,,2,
170446  ,2.0,1.0,2,39.0,,,7,1,0.0,850.0,2550.0,2000.0,3.0,No,2005,170446  _2.0,0.77,2.01,412.1907,0,39.0,1521.0,0,908078.0961182994,,,3,40.0
170446  ,2.0,2.0,1,4.0,,,1,4,5.0,850.0,2550.0,0.0,0.0,0.0,2005,170446  _2.0,0.55,2.01,412.1907,0,4.0,16.0,3,908078.0961182994,,,3,40.0
170446  ,2.0,3.0,1,9.0,,,2,4,3.0,850.0,2550.0,0.0,0.0,0.0,2005,170446  _2.0,0.69,2.01,412.1907,0,9.0,81.0,7,908078.0961182994,,,3,40.0
170446  ,3.0,Servicio doméstico en hogares,2,27.0,,,3,1,0.0,600.0,600.0,600.0,3.0,No,2005,170446  _3.0,0.76,0.76,155.8532,0,27.0,729.0,9,213665.43438077634,,,1,72.0
170534  ,1.0,1.0,1,42.0,,,2,1,0.0,250.0,1000.0,1000.0,2.0,Sí,2005,170534  _1.0,1.0,3.33,682.8831,0,42.0,1764.0,7,356109.0573012939,,,4,58.0
170534  ,1.0,2.0,2,40.0,,,3,3,4.0,250.0,1000.0,0.0,0.0,0.0,2005,170534  _1.0,0.77,3.33,682.8831,0,40.0,1600.0,9,356109.0573012939,,,4,58.0
170534  ,1.0,3.0,2,15.0,,,4,3,3.0,250.0,1000.0,0.0,0.0,0.0,2005,170534  _1.0,0.77,3.33,682.8831,0,15.0,225.0,12,356109.0573012939,,,4,58.0
170534  ,1.0,4.0,1,10.0,,,2,3,3.0,250.0,1000.0,0.0,0.0,0.0,2005,170534  _1.0,0.79,3.33,682.8831,0,10.0,100.0,7,356109.0573012939,,,4,58.0
170604  ,1.0,1.0,1,92.0,,,3,3,1.0,745.0,1490.0,0.0,0.0,0.0,2005,170604  _1.0,0.74,1.37,280.9459,0,92.0,8464.0,9,530602.4953789279,,,2,
170604  ,1.0,2.0,2,88.0,,,3,3,1.0,745.0,1490.0,0.0,0.0,0.0,2005,170604  _1.0,0.63,1.37,280.9459,0,88.0,7744.0,9,530602.4953789279,,,2,
170689  ,1.0,1.0,1,67.0,,,5,2,0.0,625.0,2500.0,0.0,3.0,0.0,2005,170689  _1.0,0.83,3.04,623.4128,0,67.0,4489.0,14,890272.6432532347,,,4,
170689  ,1.0,2.0,2,65.0,,,4,3,4.0,625.0,2500.0,0.0,0.0,0.0,2005,170689  _1.0,0.67,3.04,623.4128,0,65.0,4225.0,12,890272.6432532347,,,4,
170689  ,1.0,3.0,2,37.0,,,7,3,6.0,625.0,2500.0,0.0,0.0,0.0,2005,170689  _1.0,0.77,3.04,623.4128,0,37.0,1369.0,0,890272.6432532347,,,4,
170689  ,1.0,4.0,2,35.0,,,5,1,0.0,625.0,2500.0,400.0,3.0,Sí,2005,170689  _1.0,0.77,3.04,623.4128,0,35.0,1225.0,14,890272.6432532347,,,4,
170702  ,1.0,1.0,1,46.0,,,7,1,0.0,3000.0,12000.0,6000.0,3.0,No,2005,170702  _1.0,1.0,2.88,590.6016,0,46.0,2116.0,0,4273308.687615527,,,4,50.0
170702  ,1.0,2.0,2,41.0,,,7,1,0.0,3000.0,12000.0,6000.0,3.0,No,2005,170702  _1.0,0.77,2.88,590.6016,0,41.0,1681.0,0,4273308.687615527,,,4,50.0
170702  ,1.0,3.0,1,5.0,,,1,4,5.0,3000.0,12000.0,0.0,0.0,0.0,2005,170702  _1.0,0.6,2.88,590.6016,0,5.0,25.0,3,4273308.687615527,,,4,50.0
170702  ,1.0,4.0,1,3.0,,,1,4,5.0,3000.0,12000.0,0.0,0.0,0.0,2005,170702  _1.0,0.51,2.88,590.6016,0,3.0,9.0,3,4273308.687615527,,,4,50.0
170712  ,1.0,1.0,1,33.0,,,7,1,0.0,1625.0,1625.0,1625.0,3.0,Sí,2005,170712  _1.0,1.0,1.0,205.07,0,33.0,1089.0,0,578677.2181146026,,,1,30.0
170865  ,1.0,1.0,2,78.0,,,2,3,1.0,308.0,308.0,0.0,0.0,0.0,2005,170865  _1.0,0.63,0.63,129.1941,0,78.0,6084.0,7,109681.58964879852,,,1,
171391  ,1.0,1.0,2,86.0,,,3,3,1.0,700.0,700.0,0.0,0.0,0.0,2005,171391  _1.0,0.63,0.63,129.1941,0,86.0,7396.0,9,249276.34011090573,,,1,
171468  ,1.0,1.0,1,75.0,,,7,1,0.0,1925.0,3850.0,800.0,2.0,No,2005,171468  _1.0,0.83,2.87,588.5509,0,75.0,5625.0,0,1371019.8706099815,,,4,9.0
171468  ,1.0,1.0,1,75.0,,,7,1,0.0,1925.0,3850.0,800.0,2.0,No,2005,171468  _1.0,0.74,2.87,588.5509,0,75.0,5625.0,0,1371019.8706099815,,,4,9.0
171468  ,1.0,2.0,2,75.0,,,7,3,1.0,1925.0,3850.0,0.0,0.0,0.0,2005,171468  _1.0,0.67,2.87,588.5509,0,75.0,5625.0,0,1371019.8706099815,,,4,9.0
171468  ,1.0,2.0,2,75.0,,,7,3,1.0,1925.0,3850.0,0.0,0.0,0.0,2005,171468  _1.0,0.63,2.87,588.5509,0,75.0,5625.0,0,1371019.8706099815,,,4,9.0
171686  ,1.0,1.0,1,27.0,,,5,1,0.0,400.0,1200.0,700.0,3.0,Sí,2005,171686  _1.0,1.02,2.15,440.9005,0,27.0,729.0,14,427330.8687615527,,,3,40.0
171686  ,1.0,2.0,2,27.0,,,6,1,0.0,400.0,1200.0,500.0,3.0,No,2005,171686  _1.0,0.76,2.15,440.9005,0,27.0,729.0,17,427330.8687615527,,,3,40.0
171686  ,1.0,3.0,2,1.0,,,1,4,5.0,400.0,1200.0,0.0,0.0,0.0,2005,171686  _1.0,0.37,2.15,440.9005,0,1.0,1.0,3,427330.8687615527,,,3,40.0
171743  ,1.0,1.0,2,25.0,,,6,3,3.0,1600.0,1600.0,0.0,0.0,0.0,2005,171743  _1.0,0.76,0.76,155.8532,0,25.0,625.0,17,569774.4916820702,,,1,
171806  ,1.0,1.0,1,53.0,,,7,1,0.0,723.0,2169.0,1500.0,2.0,No,2005,171806  _1.0,1.0,2.78,570.0946,0,53.0,2809.0,0,772400.5452865064,,,3,56.0
171806  ,1.0,3.0,2,25.0,,,6,1,0.0,723.0,2169.0,669.0,3.0,No,2005,171806  _1.0,0.76,2.78,570.0946,0,25.0,625.0,17,772400.5452865064,,,3,56.0
171806  ,1.0,4.0,1,26.0,,,6,1,0.0,723.0,2169.0,0.0,4.0,Sí,2005,171806  _1.0,1.02,2.78,570.0946,0,26.0,676.0,17,772400.5452865064,,,3,56.0
171996  ,1.0,1.0,2,79.0,,,3,3,1.0,435.0,870.0,0.0,0.0,0.0,2005,171996  _1.0,0.63,1.4,287.098,0,79.0,6241.0,9,309814.87985212565,,,2,
171996  ,1.0,2.0,2,44.0,,,4,1,0.0,435.0,870.0,470.0,3.0,No,2005,171996  _1.0,0.77,1.4,287.098,0,44.0,1936.0,12,309814.87985212565,,,2,
172068  ,1.0,1.0,1,54.0,,,3,1,0.0,280.0,560.0,150.0,3.0,No,2005,172068  _1.0,1.0,2.02,414.2414,0,54.0,2916.0,9,199421.07208872458,,,2,48.0
172068  ,1.0,2.0,1,19.0,,,6,1,0.0,280.0,560.0,60.0,3.0,Sí,2005,172068  _1.0,1.02,2.02,414.2414,0,19.0,361.0,17,199421.07208872458,,,2,48.0
172290  ,1.0,1.0,2,52.0,,,7,1,0.0,1400.0,4200.0,2600.0,3.0,No,2005,172290  _1.0,0.76,2.8,574.1959999999999,0,52.0,2704.0,0,1495658.0406654344,,,3,40.0
172290  ,1.0,2.0,1,24.0,,,7,1,0.0,1400.0,4200.0,800.0,3.0,No,2005,172290  _1.0,1.02,2.8,574.1959999999999,0,24.0,576.0,0,1495658.0406654344,,,3,40.0
172290  ,1.0,3.0,1,24.0,,,7,1,0.0,1400.0,4200.0,800.0,3.0,No,2005,172290  _1.0,1.02,2.8,574.1959999999999,0,24.0,576.0,0,1495658.0406654344,,,3,40.0
172559  ,1.0,1.0,2,33.0,,,5,1,0.0,200.0,400.0,400.0,3.0,No,2005,172559  _1.0,0.77,0.77,157.9039,0,33.0,1089.0,14,142443.62292051755,,,2,25.0
172559  ,1.0,2.0,1,,,,1,4,5.0,200.0,400.0,0.0,0.0,0.0,2005,172559  _1.0,0.0,0.77,157.9039,0,,,3,142443.62292051755,,,2,25.0
172602  ,1.0,1.0,1,61.0,,,1,1,0.0,916.6666666666666,2750.0,2500.0,2.0,No,2005,172602  _1.0,0.83,2.61,535.2326999999999,0,61.0,3721.0,3,979299.9075785582,,,3,6.0
172602  ,1.0,2.0,2,59.0,,,1,1,0.0,916.6666666666666,2750.0,250.0,3.0,No,2005,172602  _1.0,0.76,2.61,535.2326999999999,0,59.0,3481.0,3,979299.9075785582,,,3,6.0
172602  ,1.0,3.0,1,18.0,,,6,3,3.0,916.6666666666666,2750.0,0.0,0.0,0.0,2005,172602  _1.0,1.02,2.61,535.2326999999999,0,18.0,324.0,17,979299.9075785582,,,3,6.0
172608  ,1.0,1.0,1,35.0,,,5,1,0.0,250.0,750.0,750.0,3.0,Sí,2005,172608  _1.0,1.0,2.3200000000000003,475.76240000000007,0,35.0,1225.0,14,267081.7929759704,,,3,48.0
172608  ,1.0,2.0,2,37.0,,,5,3,4.0,250.0,750.0,0.0,0.0,0.0,2005,172608  _1.0,0.77,2.3200000000000003,475.76240000000007,0,37.0,1369.0,14,267081.7929759704,,,3,48.0
172608  ,1.0,3.0,2,4.0,,,1,4,5.0,250.0,750.0,0.0,0.0,0.0,2005,172608  _1.0,0.55,2.3200000000000003,475.76240000000007,0,4.0,16.0,3,267081.7929759704,,,3,48.0
172724  ,1.0,1.0,2,49.0,,,5,1,0.0,625.0,2500.0,1200.0,3.0,No,2005,172724  _1.0,0.76,3.5700000000000003,732.0999,0,49.0,2401.0,14,890272.6432532347,,,4,50.0
172724  ,1.0,2.0,2,19.0,,,5,1,0.0,625.0,2500.0,500.0,3.0,No,2005,172724  _1.0,0.76,3.5700000000000003,732.0999,0,19.0,361.0,14,890272.6432532347,,,4,50.0
172724  ,1.0,3.0,1,18.0,,,5,3,4.0,625.0,2500.0,0.0,0.0,0.0,2005,172724  _1.0,1.02,3.5700000000000003,732.0999,0,18.0,324.0,14,890272.6432532347,,,4,50.0
172724  ,1.0,4.0,1,16.0,,,4,3,3.0,625.0,2500.0,0.0,0.0,0.0,2005,172724  _1.0,1.03,3.5700000000000003,732.0999,0,16.0,256.0,12,890272.6432532347,,,4,50.0
172848  ,1.0,1.0,2,62.0,,,5,1,0.0,1200.0,1200.0,600.0,2.0,No,2005,172848  _1.0,0.67,0.67,137.39690000000002,0,62.0,3844.0,14,427330.8687615527,,,1,64.0
172936  ,1.0,1.0,2,75.0,,,3,3,1.0,427.5,855.0,0.0,0.0,0.0,2005,172936  _1.0,0.67,2.3,471.661,0,75.0,5625.0,9,304473.2439926063,,,3,
172936  ,1.0,1.0,2,75.0,,,3,3,1.0,427.5,855.0,0.0,0.0,0.0,2005,172936  _1.0,0.63,2.3,471.661,0,75.0,5625.0,9,304473.2439926063,,,3,
172936  ,1.0,2.0,1,42.0,,,4,3,1.0,427.5,855.0,0.0,0.0,0.0,2005,172936  _1.0,1.0,2.3,471.661,0,42.0,1764.0,12,304473.2439926063,,,3,
172970  ,1.0,1.0,1,43.0,,,4,1,0.0,830.0,1660.0,740.0,3.0,No,2005,172970  _1.0,1.0,1.77,362.9739,0,43.0,1849.0,12,591141.0351201479,,,2,
172970  ,1.0,2.0,2,38.0,,,7,1,0.0,830.0,1660.0,920.0,3.0,No,2005,172970  _1.0,0.77,1.77,362.9739,0,38.0,1444.0,0,591141.0351201479,,,2,
173012  ,1.0,1.0,1,58.0,,,5,1,0.0,680.0,2720.0,720.0,3.0,No,2005,173012  _1.0,1.0,3.3200000000000003,680.8324,0,58.0,3364.0,14,968616.6358595194,,,4,60.0
173012  ,1.0,2.0,2,52.0,,,7,1,0.0,680.0,2720.0,2000.0,3.0,No,2005,173012  _1.0,0.76,3.3200000000000003,680.8324,0,52.0,2704.0,0,968616.6358595194,,,4,60.0
173012  ,1.0,3.0,2,17.0,,,4,3,3.0,680.0,2720.0,0.0,0.0,0.0,2005,173012  _1.0,0.77,3.3200000000000003,680.8324,0,17.0,289.0,12,968616.6358595194,,,4,60.0
173012  ,1.0,4.0,1,10.0,,,2,3,3.0,680.0,2720.0,0.0,0.0,0.0,2005,173012  _1.0,0.79,3.3200000000000003,680.8324,0,10.0,100.0,7,968616.6358595194,,,4,60.0
173113  ,1.0,1.0,2,45.0,,,3,1,0.0,144.0,720.0,450.0,3.0,Sí,2005,173113  _1.0,0.77,4.54,931.0178,1,45.0,2025.0,9,256398.5212569316,,,5,30.0
173113  ,1.0,3.0,1,18.0,,,4,1,0.0,144.0,720.0,120.0,3.0,No,2005,173113  _1.0,1.02,4.54,931.0178,1,18.0,324.0,12,256398.5212569316,,,5,30.0
173113  ,1.0,4.0,1,15.0,,,4,3,3.0,144.0,720.0,0.0,0.0,0.0,2005,173113  _1.0,1.0,4.54,931.0178,1,15.0,225.0,12,256398.5212569316,,,5,30.0
173113  ,1.0,5.0,1,13.0,,,4,3,3.0,144.0,720.0,0.0,0.0,0.0,2005,173113  _1.0,0.9,4.54,931.0178,1,13.0,169.0,12,256398.5212569316,,,5,30.0
173113  ,1.0,6.0,1,12.0,,,2,3,3.0,144.0,720.0,0.0,0.0,0.0,2005,173113  _1.0,0.85,4.54,931.0178,1,12.0,144.0,7,256398.5212569316,,,5,30.0
