CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,ITF,P21,CAT_OCUP,PP03J,ANO,HOGAR_ID,ADULTO_EQUIVALENTE,AD_EQUIV_HOGAR,INGRESO_NECESARIO,POBRE,EDAD,edad2,educ,ingreso_total_familiar,horastrab_x,horastrab_y,miembros_hogar,horastrab
173114  ,1.0,1.0,1,47.0,,,7,1,0.0,912.5,3650.0,2500.0,3.0,No,2005,173114  _1.0,1.0,3.54,725.9478,0,47.0,2209.0,0,1299798.0591497228,,,4,40.0
173114  ,1.0,2.0,2,51.0,,,7,1,0.0,912.5,3650.0,700.0,2.0,No,2005,173114  _1.0,0.76,3.54,725.9478,0,51.0,2601.0,0,1299798.0591497228,,,4,40.0
173114  ,1.0,3.0,1,21.0,,,6,3,3.0,912.5,3650.0,0.0,0.0,0.0,2005,173114  _1.0,1.02,3.54,725.9478,0,21.0,441.0,17,1299798.0591497228,,,4,40.0
173114  ,1.0,4.0,2,18.0,,,6,3,3.0,912.5,3650.0,0.0,0.0,0.0,2005,173114  _1.0,0.76,3.54,725.9478,0,18.0,324.0,17,1299798.0591497228,,,4,40.0
173161  ,1.0,1.0,1,30.0,,,5,1,0.0,790.0,2370.0,850.0,3.0,No,2005,173161  _1.0,1.0,2.41,494.2187,0,30.0,900.0,14,843978.4658040665,,,3,84.0
173161  ,1.0,2.0,2,31.0,,,5,1,0.0,790.0,2370.0,730.0,3.0,No,2005,173161  _1.0,0.77,2.41,494.2187,0,31.0,961.0,14,843978.4658040665,,,3,84.0
173161  ,1.0,3.0,2,6.0,,,2,4,3.0,790.0,2370.0,0.0,0.0,0.0,2005,173161  _1.0,0.64,2.41,494.2187,0,6.0,36.0,7,843978.4658040665,,,3,84.0
173831  ,1.0,1.0,2,48.0,,,4,1,0.0,131.0,786.0,6.0,3.0,Sí,2005,173831  _1.0,0.76,5.3100000000000005,1088.9217,1,48.0,2304.0,12,279901.719038817,,,6,40.0
173831  ,1.0,2.0,1,43.0,,,3,2,0.0,131.0,786.0,0.0,3.0,0.0,2005,173831  _1.0,1.0,5.3100000000000005,1088.9217,1,43.0,1849.0,9,279901.719038817,,,6,40.0
173831  ,1.0,3.0,1,27.0,,,4,1,0.0,131.0,786.0,480.0,3.0,Sí,2005,173831  _1.0,1.02,5.3100000000000005,1088.9217,1,27.0,729.0,12,279901.719038817,,,6,40.0
173831  ,1.0,4.0,2,29.0,,,5,2,0.0,131.0,786.0,0.0,3.0,0.0,2005,173831  _1.0,0.76,5.3100000000000005,1088.9217,1,29.0,841.0,14,279901.719038817,,,6,40.0
173831  ,1.0,5.0,2,37.0,,,2,3,3.0,131.0,786.0,0.0,0.0,0.0,2005,173831  _1.0,0.77,5.3100000000000005,1088.9217,1,37.0,1369.0,7,279901.719038817,,,6,40.0
173831  ,1.0,6.0,1,44.0,,,2,3,3.0,131.0,786.0,0.0,0.0,0.0,2005,173831  _1.0,1.0,5.3100000000000005,1088.9217,1,44.0,1936.0,7,279901.719038817,,,6,40.0
173948  ,1.0,1.0,2,84.0,,,7,3,1.0,650.0,1300.0,0.0,0.0,0.0,2005,173948  _1.0,0.63,1.63,334.2641,0,84.0,7056.0,0,462941.77449168207,,,2,
173948  ,1.0,2.0,1,47.0,,,7,2,0.0,650.0,1300.0,0.0,0.0,0.0,2005,173948  _1.0,1.0,1.63,334.2641,0,47.0,2209.0,0,462941.77449168207,,,2,
174399  ,1.0,1.0,1,72.0,,,5,1,0.0,386.0,1158.0,250.0,3.0,No,2005,174399  _1.0,0.83,2.52,516.7764,0,72.0,5184.0,14,412374.28835489834,,,3,15.0
174399  ,1.0,2.0,2,71.0,,,7,3,1.0,386.0,1158.0,0.0,0.0,0.0,2005,174399  _1.0,0.67,2.52,516.7764,0,71.0,5041.0,0,412374.28835489834,,,3,15.0
174399  ,1.0,3.0,1,23.0,,,6,2,0.0,386.0,1158.0,0.0,3.0,0.0,2005,174399  _1.0,1.02,2.52,516.7764,0,23.0,529.0,17,412374.28835489834,,,3,15.0
174789  ,2.0,1.0,2,56.0,,,5,2,0.0,400.0,400.0,0.0,0.0,0.0,2005,174789  _2.0,0.76,0.76,155.8532,0,56.0,3136.0,14,142443.62292051755,,,1,
175036  ,1.0,1.0,1,76.0,,,7,1,0.0,1350.0,2700.0,600.0,2.0,No,2005,175036  _1.0,0.74,1.5,307.605,0,76.0,5776.0,0,961494.4547134935,,,2,60.0
175036  ,1.0,2.0,2,54.0,,,5,3,4.0,1350.0,2700.0,0.0,0.0,0.0,2005,175036  _1.0,0.76,1.5,307.605,0,54.0,2916.0,14,961494.4547134935,,,2,60.0
175182  ,1.0,1.0,1,73.0,,,6,1,0.0,766.6666666666666,2300.0,0.0,2.0,No,2005,175182  _1.0,0.83,2.27,465.5089,0,73.0,5329.0,17,819050.8317929759,,,3,12.0
175182  ,1.0,2.0,2,70.0,,,5,3,4.0,766.6666666666666,2300.0,0.0,0.0,0.0,2005,175182  _1.0,0.67,2.27,465.5089,0,70.0,4900.0,14,819050.8317929759,,,3,12.0
175182  ,1.0,3.0,2,34.0,,,7,1,0.0,766.6666666666666,2300.0,0.0,2.0,Sí,2005,175182  _1.0,0.77,2.27,465.5089,0,34.0,1156.0,0,819050.8317929759,,,3,12.0
175203  ,1.0,1.0,2,73.0,,,6,3,1.0,400.0,400.0,0.0,0.0,0.0,2005,175203  _1.0,0.67,0.67,137.39690000000002,0,73.0,5329.0,17,142443.62292051755,,,1,
175286  ,1.0,1.0,2,70.0,,,5,3,1.0,199.0,398.0,0.0,0.0,0.0,2005,175286  _1.0,0.67,1.67,342.46689999999995,0,70.0,4900.0,14,141731.40480591496,,,2,
175286  ,1.0,2.0,1,31.0,,,5,2,0.0,199.0,398.0,0.0,3.0,0.0,2005,175286  _1.0,1.0,1.67,342.46689999999995,0,31.0,961.0,14,141731.40480591496,,,2,
176277  ,1.0,1.0,1,44.0,,,5,1,0.0,80.0,400.0,400.0,2.0,No,2005,176277  _1.0,1.0,4.73,969.9811,1,44.0,1936.0,14,142443.62292051755,,,5,66.0
176277  ,1.0,2.0,2,36.0,,,5,3,4.0,80.0,400.0,0.0,0.0,0.0,2005,176277  _1.0,0.77,4.73,969.9811,1,36.0,1296.0,14,142443.62292051755,,,5,66.0
176277  ,1.0,3.0,1,17.0,,,6,3,3.0,80.0,400.0,0.0,0.0,0.0,2005,176277  _1.0,1.04,4.73,969.9811,1,17.0,289.0,17,142443.62292051755,,,5,66.0
176277  ,1.0,4.0,1,14.0,,,4,3,3.0,80.0,400.0,0.0,0.0,0.0,2005,176277  _1.0,0.96,4.73,969.9811,1,14.0,196.0,12,142443.62292051755,,,5,66.0
176277  ,1.0,5.0,1,14.0,,,4,3,3.0,80.0,400.0,0.0,0.0,0.0,2005,176277  _1.0,0.96,4.73,969.9811,1,14.0,196.0,12,142443.62292051755,,,5,66.0
176357  ,1.0,1.0,1,70.0,,,3,2,0.0,300.0,600.0,0.0,2.0,0.0,2005,176357  _1.0,0.83,1.5,307.605,0,70.0,4900.0,9,213665.43438077634,,,2,
176357  ,1.0,2.0,2,62.0,,,3,3,4.0,300.0,600.0,0.0,0.0,0.0,2005,176357  _1.0,0.67,1.5,307.605,0,62.0,3844.0,9,213665.43438077634,,,2,
176562  ,1.0,1.0,2,48.0,,,5,2,0.0,223.3333333333333,670.0,0.0,3.0,0.0,2005,176562  _1.0,0.76,1.89,387.5823,0,48.0,2304.0,14,238593.0683918669,,,3,
176562  ,1.0,2.0,2,18.0,,,4,2,0.0,223.3333333333333,670.0,0.0,3.0,0.0,2005,176562  _1.0,0.76,1.89,387.5823,0,18.0,324.0,12,238593.0683918669,,,3,
176562  ,1.0,3.0,2,1.0,,,1,4,5.0,223.3333333333333,670.0,0.0,0.0,0.0,2005,176562  _1.0,0.37,1.89,387.5823,0,1.0,1.0,3,238593.0683918669,,,3,
176906  ,1.0,1.0,2,89.0,,,6,3,1.0,483.3333333333333,1450.0,0.0,0.0,0.0,2005,176906  _1.0,0.63,2.13,436.7991,0,89.0,7921.0,17,516358.1330868761,,,3,
176906  ,1.0,2.0,1,90.0,,,7,3,1.0,483.3333333333333,1450.0,0.0,0.0,0.0,2005,176906  _1.0,0.74,2.13,436.7991,0,90.0,8100.0,0,516358.1330868761,,,3,
176906  ,1.0,3.0,2,53.0,,,7,2,0.0,483.3333333333333,1450.0,0.0,3.0,0.0,2005,176906  _1.0,0.76,2.13,436.7991,0,53.0,2809.0,0,516358.1330868761,,,3,
176906  ,2.0,Servicio doméstico en hogares,2,24.0,,,3,1,0.0,450.0,450.0,450.0,3.0,No,2005,176906  _2.0,0.76,0.76,155.8532,0,24.0,576.0,9,160249.07578558224,,,1,62.0
177026  ,1.0,1.0,2,51.0,,,5,2,0.0,250.0,500.0,0.0,0.0,0.0,2005,177026  _1.0,0.76,1.78,365.0246,0,51.0,2601.0,14,178054.52865064694,,,2,
177026  ,1.0,2.0,1,28.0,,,5,1,0.0,250.0,500.0,500.0,3.0,No,2005,177026  _1.0,1.02,1.78,365.0246,0,28.0,784.0,14,178054.52865064694,,,2,
177150  ,1.0,1.0,2,55.0,,,7,1,0.0,659.0,659.0,659.0,3.0,Sí,2005,177150  _1.0,0.76,0.76,155.8532,0,55.0,3025.0,0,234675.86876155267,,,1,25.0
177258  ,1.0,1.0,1,75.0,,,3,3,1.0,600.0,1200.0,0.0,0.0,0.0,2005,177258  _1.0,0.83,2.87,588.5509,0,75.0,5625.0,9,427330.8687615527,,,4,
177258  ,1.0,1.0,1,75.0,,,3,3,1.0,600.0,1200.0,0.0,0.0,0.0,2005,177258  _1.0,0.74,2.87,588.5509,0,75.0,5625.0,9,427330.8687615527,,,4,
177258  ,1.0,2.0,2,75.0,,,3,3,1.0,600.0,1200.0,0.0,0.0,0.0,2005,177258  _1.0,0.67,2.87,588.5509,0,75.0,5625.0,9,427330.8687615527,,,4,
177258  ,1.0,2.0,2,75.0,,,3,3,1.0,600.0,1200.0,0.0,0.0,0.0,2005,177258  _1.0,0.63,2.87,588.5509,0,75.0,5625.0,9,427330.8687615527,,,4,
177299  ,1.0,1.0,1,75.0,,,3,3,1.0,250.0,500.0,0.0,0.0,0.0,2005,177299  _1.0,0.83,2.24,459.3568,0,75.0,5625.0,9,178054.52865064694,,,3,
177299  ,1.0,1.0,1,75.0,,,3,3,1.0,250.0,500.0,0.0,0.0,0.0,2005,177299  _1.0,0.74,2.24,459.3568,0,75.0,5625.0,9,178054.52865064694,,,3,
177299  ,1.0,2.0,2,74.0,,,3,3,4.0,250.0,500.0,0.0,0.0,0.0,2005,177299  _1.0,0.67,2.24,459.3568,0,74.0,5476.0,9,178054.52865064694,,,3,
177328  ,1.0,1.0,1,29.0,,,6,3,3.0,1000.0,1000.0,0.0,0.0,0.0,2005,177328  _1.0,1.02,1.02,209.1714,0,29.0,841.0,17,356109.0573012939,,,1,
177726  ,1.0,1.0,2,69.0,,,6,3,1.0,1029.0,2058.0,0.0,0.0,0.0,2005,177726  _1.0,0.67,1.67,342.46689999999995,0,69.0,4761.0,17,732872.4399260628,,,2,
177726  ,1.0,3.0,1,47.0,,,7,1,0.0,1029.0,2058.0,1400.0,3.0,No,2005,177726  _1.0,1.0,1.67,342.46689999999995,0,47.0,2209.0,0,732872.4399260628,,,2,
178530  ,1.0,1.0,1,48.0,,,5,1,0.0,325.0,1300.0,800.0,2.0,No,2005,178530  _1.0,1.0,3.55,727.9984999999999,0,48.0,2304.0,14,462941.77449168207,,,4,57.0
178530  ,1.0,2.0,2,46.0,,,4,1,0.0,325.0,1300.0,500.0,2.0,No,2005,178530  _1.0,0.76,3.55,727.9984999999999,0,46.0,2116.0,12,462941.77449168207,,,4,57.0
178530  ,1.0,3.0,1,19.0,,,6,3,3.0,325.0,1300.0,0.0,0.0,0.0,2005,178530  _1.0,1.02,3.55,727.9984999999999,0,19.0,361.0,17,462941.77449168207,,,4,57.0
178530  ,1.0,4.0,2,17.0,,,4,3,3.0,325.0,1300.0,0.0,0.0,0.0,2005,178530  _1.0,0.77,3.55,727.9984999999999,0,17.0,289.0,12,462941.77449168207,,,4,57.0
178545  ,1.0,1.0,1,39.0,,,7,1,0.0,575.0,1150.0,1000.0,3.0,No,2005,178545  _1.0,1.0,2.0,410.14,0,39.0,1521.0,0,409525.41589648795,,,2,40.0
178545  ,1.0,2.0,1,37.0,,,6,1,0.0,575.0,1150.0,150.0,3.0,No,2005,178545  _1.0,1.0,2.0,410.14,0,37.0,1369.0,17,409525.41589648795,,,2,40.0
178705  ,1.0,1.0,1,40.0,,,5,1,0.0,322.5,1290.0,860.0,3.0,No,2005,178705  _1.0,1.0,2.74,561.8918,0,40.0,1600.0,14,459380.6839186691,,,4,44.0
178705  ,1.0,2.0,2,32.0,,,5,3,4.0,322.5,1290.0,0.0,0.0,0.0,2005,178705  _1.0,0.77,2.74,561.8918,0,32.0,1024.0,14,459380.6839186691,,,4,44.0
178705  ,1.0,3.0,1,5.0,,,1,4,5.0,322.5,1290.0,0.0,0.0,0.0,2005,178705  _1.0,0.6,2.74,561.8918,0,5.0,25.0,3,459380.6839186691,,,4,44.0
178705  ,1.0,4.0,1,1.0,,,1,4,5.0,322.5,1290.0,0.0,0.0,0.0,2005,178705  _1.0,0.37,2.74,561.8918,0,1.0,1.0,3,459380.6839186691,,,4,44.0
179063  ,1.0,1.0,1,78.0,,,3,3,1.0,306.0,612.0,0.0,0.0,0.0,2005,179063  _1.0,0.74,1.41,289.1487,0,78.0,6084.0,9,217938.74306839186,,,2,
179063  ,1.0,2.0,2,73.0,,,3,3,1.0,306.0,612.0,0.0,0.0,0.0,2005,179063  _1.0,0.67,1.41,289.1487,0,73.0,5329.0,9,217938.74306839186,,,2,
179146  ,1.0,1.0,1,66.0,,,7,3,1.0,850.0,1700.0,0.0,0.0,0.0,2005,179146  _1.0,0.83,1.59,326.0613,0,66.0,4356.0,0,605385.3974121996,,,2,
179146  ,1.0,2.0,2,56.0,,,7,1,0.0,850.0,1700.0,700.0,3.0,Sí,2005,179146  _1.0,0.76,1.59,326.0613,0,56.0,3136.0,0,605385.3974121996,,,2,
179309  ,1.0,1.0,2,57.0,,,7,1,0.0,433.3333333333333,1300.0,1000.0,2.0,No,2005,179309  _1.0,0.76,2.54,520.8778,0,57.0,3249.0,0,462941.77449168207,,,3,
179309  ,1.0,2.0,2,20.0,,,6,2,0.0,433.3333333333333,1300.0,0.0,3.0,0.0,2005,179309  _1.0,0.76,2.54,520.8778,0,20.0,400.0,17,462941.77449168207,,,3,
179309  ,1.0,3.0,1,18.0,,,4,3,3.0,433.3333333333333,1300.0,0.0,0.0,0.0,2005,179309  _1.0,1.02,2.54,520.8778,0,18.0,324.0,12,462941.77449168207,,,3,
179474  ,1.0,1.0,1,50.0,,,2,1,0.0,595.0,2380.0,1800.0,3.0,No,2005,179474  _1.0,1.0,3.5700000000000003,732.0999,0,50.0,2500.0,7,847539.5563770795,,,4,
179474  ,1.0,2.0,2,38.0,,,3,1,0.0,595.0,2380.0,200.0,3.0,No,2005,179474  _1.0,0.77,3.5700000000000003,732.0999,0,38.0,1444.0,9,847539.5563770795,,,4,
179474  ,1.0,3.0,1,16.0,,,4,1,0.0,595.0,2380.0,140.0,3.0,Sí,2005,179474  _1.0,1.03,3.5700000000000003,732.0999,0,16.0,256.0,12,847539.5563770795,,,4,
179474  ,1.0,4.0,2,15.0,,,4,3,3.0,595.0,2380.0,0.0,0.0,0.0,2005,179474  _1.0,0.77,3.5700000000000003,732.0999,0,15.0,225.0,12,847539.5563770795,,,4,
179699  ,1.0,1.0,1,38.0,,,7,1,0.0,370.0,1480.0,500.0,3.0,No,2005,179699  _1.0,1.0,3.56,730.0492,0,38.0,1444.0,0,527041.404805915,,,4,56.0
179699  ,1.0,2.0,2,37.0,,,5,1,0.0,370.0,1480.0,680.0,3.0,No,2005,179699  _1.0,0.77,3.56,730.0492,0,37.0,1369.0,14,527041.404805915,,,4,56.0
179699  ,1.0,3.0,1,18.0,,,4,3,3.0,370.0,1480.0,0.0,0.0,0.0,2005,179699  _1.0,1.02,3.56,730.0492,0,18.0,324.0,12,527041.404805915,,,4,56.0
179699  ,1.0,4.0,2,17.0,,,4,3,3.0,370.0,1480.0,0.0,0.0,0.0,2005,179699  _1.0,0.77,3.56,730.0492,0,17.0,289.0,12,527041.404805915,,,4,56.0
179834  ,1.0,1.0,1,33.0,,,7,1,0.0,1600.0,3200.0,2000.0,1.0,No,2005,179834  _1.0,1.0,1.77,362.9739,0,33.0,1089.0,0,1139548.9833641404,,,2,48.0
179834  ,1.0,2.0,2,32.0,,,7,1,0.0,1600.0,3200.0,1200.0,3.0,No,2005,179834  _1.0,0.77,1.77,362.9739,0,32.0,1024.0,0,1139548.9833641404,,,2,48.0
179960  ,1.0,1.0,1,26.0,,,5,1,0.0,650.0,1300.0,700.0,3.0,No,2005,179960  _1.0,1.02,1.78,365.0246,0,26.0,676.0,14,462941.77449168207,,,2,60.0
179960  ,1.0,2.0,2,27.0,,,7,3,4.0,650.0,1300.0,0.0,0.0,0.0,2005,179960  _1.0,0.76,1.78,365.0246,0,27.0,729.0,0,462941.77449168207,,,2,60.0
180002  ,1.0,1.0,2,50.0,,,7,1,0.0,860.0,1720.0,1220.0,3.0,No,2005,180002  _1.0,0.76,1.44,295.3008,0,50.0,2500.0,0,612507.5785582255,,,2,31.0
180002  ,1.0,2.0,1,8.0,,,2,4,3.0,860.0,1720.0,0.0,0.0,0.0,2005,180002  _1.0,0.68,1.44,295.3008,0,8.0,64.0,7,612507.5785582255,,,2,31.0
180020  ,1.0,1.0,2,49.0,,,6,1,0.0,600.0,1200.0,1200.0,3.0,No,2005,180020  _1.0,0.76,1.78,365.0246,0,49.0,2401.0,17,427330.8687615527,,,2,50.0
180020  ,1.0,2.0,1,21.0,,,6,2,0.0,600.0,1200.0,0.0,0.0,0.0,2005,180020  _1.0,1.02,1.78,365.0246,0,21.0,441.0,17,427330.8687615527,,,2,50.0
180120  ,1.0,1.0,2,79.0,,,7,3,1.0,1280.0,1280.0,0.0,0.0,0.0,2005,180120  _1.0,0.63,0.63,129.1941,0,79.0,6241.0,0,455819.5933456562,,,1,
180223  ,1.0,1.0,2,42.0,,,6,1,0.0,1750.0,3500.0,3000.0,2.0,No,2005,180223  _1.0,0.77,1.53,313.7571,0,42.0,1764.0,17,1246381.7005545285,,,2,70.0
180223  ,1.0,2.0,2,13.0,,,4,3,3.0,1750.0,3500.0,0.0,0.0,0.0,2005,180223  _1.0,0.76,1.53,313.7571,0,13.0,169.0,12,1246381.7005545285,,,2,70.0
180226  ,1.0,1.0,2,29.0,,,7,1,0.0,950.0,1900.0,900.0,2.0,No,2005,180226  _1.0,0.76,1.76,360.9232,0,29.0,841.0,0,676607.2088724584,,,2,
180226  ,1.0,2.0,1,38.0,,,7,1,0.0,950.0,1900.0,1000.0,2.0,No,2005,180226  _1.0,1.0,1.76,360.9232,0,38.0,1444.0,0,676607.2088724584,,,2,
180258  ,2.0,1.0,1,29.0,,,6,1,0.0,865.0,1730.0,850.0,3.0,No,2005,180258  _2.0,1.02,1.78,365.0246,0,29.0,841.0,17,616068.6691312385,,,2,45.0
180258  ,2.0,2.0,2,25.0,,,6,1,0.0,865.0,1730.0,580.0,3.0,No,2005,180258  _2.0,0.76,1.78,365.0246,0,25.0,625.0,17,616068.6691312385,,,2,45.0
180354  ,2.0,1.0,1,48.0,,,3,2,0.0,208.3333333333333,1250.0,0.0,3.0,0.0,2005,180354  _2.0,1.0,5.24,1074.5668,0,48.0,2304.0,9,445136.32162661734,,,6,
180354  ,2.0,2.0,2,42.0,,,5,1,0.0,208.3333333333333,1250.0,900.0,3.0,Sí,2005,180354  _2.0,0.77,5.24,1074.5668,0,42.0,1764.0,14,445136.32162661734,,,6,
180354  ,2.0,3.0,1,20.0,,,4,1,0.0,208.3333333333333,1250.0,0.0,3.0,No,2005,180354  _2.0,1.02,5.24,1074.5668,0,20.0,400.0,12,445136.32162661734,,,6,
180354  ,2.0,4.0,2,17.0,,,4,3,3.0,208.3333333333333,1250.0,0.0,0.0,0.0,2005,180354  _2.0,0.77,5.24,1074.5668,0,17.0,289.0,12,445136.32162661734,,,6,
180354  ,2.0,5.0,1,15.0,,,4,3,7.0,208.3333333333333,1250.0,0.0,0.0,0.0,2005,180354  _2.0,1.0,5.24,1074.5668,0,15.0,225.0,12,445136.32162661734,,,6,
180354  ,2.0,6.0,2,8.0,,,2,4,3.0,208.3333333333333,1250.0,0.0,0.0,0.0,2005,180354  _2.0,0.68,5.24,1074.5668,0,8.0,64.0,7,445136.32162661734,,,6,
180530  ,1.0,1.0,1,43.0,,,4,1,0.0,325.0,1300.0,1300.0,3.0,No,2005,180530  _1.0,1.0,3.55,727.9984999999999,0,43.0,1849.0,12,462941.77449168207,,,4,72.0
180530  ,1.0,2.0,2,39.0,,,3,3,4.0,325.0,1300.0,0.0,0.0,0.0,2005,180530  _1.0,0.77,3.55,727.9984999999999,0,39.0,1521.0,9,462941.77449168207,,,4,72.0
180530  ,1.0,3.0,1,24.0,,,6,2,0.0,325.0,1300.0,0.0,3.0,0.0,2005,180530  _1.0,1.02,3.55,727.9984999999999,0,24.0,576.0,17,462941.77449168207,,,4,72.0
180530  ,1.0,4.0,2,13.0,,,4,3,3.0,325.0,1300.0,0.0,0.0,0.0,2005,180530  _1.0,0.76,3.55,727.9984999999999,0,13.0,169.0,12,462941.77449168207,,,4,72.0
180576  ,1.0,1.0,1,46.0,,,7,2,0.0,200.0,1000.0,0.0,3.0,0.0,2005,180576  _1.0,1.0,4.3100000000000005,883.8517,0,46.0,2116.0,0,356109.0573012939,,,5,
180576  ,1.0,2.0,2,49.0,,,6,1,0.0,200.0,1000.0,1000.0,1.0,No,2005,180576  _1.0,0.76,4.3100000000000005,883.8517,0,49.0,2401.0,17,356109.0573012939,,,5,
180576  ,1.0,3.0,1,19.0,,,4,3,3.0,200.0,1000.0,0.0,0.0,0.0,2005,180576  _1.0,1.02,4.3100000000000005,883.8517,0,19.0,361.0,12,356109.0573012939,,,5,
180576  ,1.0,4.0,2,16.0,,,4,3,3.0,200.0,1000.0,0.0,0.0,0.0,2005,180576  _1.0,0.77,4.3100000000000005,883.8517,0,16.0,256.0,12,356109.0573012939,,,5,
180576  ,1.0,5.0,2,14.0,,,4,3,3.0,200.0,1000.0,0.0,0.0,0.0,2005,180576  _1.0,0.76,4.3100000000000005,883.8517,0,14.0,196.0,12,356109.0573012939,,,5,
180778  ,1.0,1.0,2,22.0,,,6,3,3.0,500.0,1000.0,0.0,0.0,0.0,2005,180778  _1.0,0.76,1.52,311.7064,0,22.0,484.0,17,356109.0573012939,,,2,
180778  ,1.0,2.0,2,18.0,,,6,2,0.0,500.0,1000.0,0.0,0.0,0.0,2005,180778  _1.0,0.76,1.52,311.7064,0,18.0,324.0,17,356109.0573012939,,,2,
180919  ,1.0,1.0,2,79.0,,,4,3,1.0,503.0,503.0,0.0,0.0,0.0,2005,180919  _1.0,0.63,0.63,129.1941,0,79.0,6241.0,12,179122.85582255083,,,1,
181508  ,1.0,1.0,1,53.0,,,3,1,0.0,318.6666666666667,956.0,320.0,3.0,Sí,2005,181508  _1.0,1.0,2.78,570.0946,0,53.0,2809.0,9,340440.25878003694,,,3,16.0
181508  ,1.0,2.0,2,54.0,,,3,2,0.0,318.6666666666667,956.0,0.0,0.0,0.0,2005,181508  _1.0,0.76,2.78,570.0946,0,54.0,2916.0,9,340440.25878003694,,,3,16.0
181508  ,1.0,3.0,1,18.0,,,4,1,0.0,318.6666666666667,956.0,180.0,3.0,No,2005,181508  _1.0,1.02,2.78,570.0946,0,18.0,324.0,12,340440.25878003694,,,3,16.0
181741  ,1.0,1.0,2,50.0,,,4,1,0.0,442.0,2210.0,500.0,2.0,No,2005,181741  _1.0,0.76,4.04,828.4828,0,50.0,2500.0,12,787001.0166358595,,,5,30.0
181741  ,1.0,2.0,1,57.0,,,4,2,0.0,442.0,2210.0,0.0,3.0,0.0,2005,181741  _1.0,1.0,4.04,828.4828,0,57.0,3249.0,12,787001.0166358595,,,5,30.0
181741  ,1.0,3.0,2,27.0,,,6,3,3.0,442.0,2210.0,0.0,0.0,0.0,2005,181741  _1.0,0.76,4.04,828.4828,0,27.0,729.0,17,787001.0166358595,,,5,30.0
181741  ,1.0,4.0,2,25.0,,,6,1,0.0,442.0,2210.0,1230.0,3.0,No,2005,181741  _1.0,0.76,4.04,828.4828,0,25.0,625.0,17,787001.0166358595,,,5,30.0
181741  ,1.0,5.0,2,20.0,,,6,1,0.0,442.0,2210.0,480.0,3.0,No,2005,181741  _1.0,0.76,4.04,828.4828,0,20.0,400.0,17,787001.0166358595,,,5,30.0
181839  ,1.0,1.0,1,58.0,,,2,1,0.0,477.6,2388.0,530.0,3.0,No,2005,181839  _1.0,1.0,4.41,904.3587,0,58.0,3364.0,7,850388.4288354898,,,5,
181839  ,1.0,2.0,1,30.0,,,6,1,0.0,477.6,2388.0,200.0,2.0,No,2005,181839  _1.0,1.0,4.41,904.3587,0,30.0,900.0,17,850388.4288354898,,,5,
181839  ,1.0,3.0,1,24.0,,,5,1,0.0,477.6,2388.0,1200.0,2.0,No,2005,181839  _1.0,1.02,4.41,904.3587,0,24.0,576.0,14,850388.4288354898,,,5,
181839  ,1.0,4.0,2,86.0,,,2,3,1.0,477.6,2388.0,0.0,0.0,0.0,2005,181839  _1.0,0.63,4.41,904.3587,0,86.0,7396.0,7,850388.4288354898,,,5,
181839  ,1.0,5.0,2,53.0,,,3,3,7.0,477.6,2388.0,0.0,0.0,0.0,2005,181839  _1.0,0.76,4.41,904.3587,0,53.0,2809.0,9,850388.4288354898,,,5,
181945  ,1.0,1.0,1,33.0,,,7,1,0.0,275.0,1100.0,1100.0,3.0,No,2005,181945  _1.0,1.0,2.74,561.8918,0,33.0,1089.0,0,391719.9630314233,,,4,45.0
181945  ,1.0,2.0,2,35.0,,,7,3,4.0,275.0,1100.0,0.0,0.0,0.0,2005,181945  _1.0,0.77,2.74,561.8918,0,35.0,1225.0,0,391719.9630314233,,,4,45.0
181945  ,1.0,3.0,1,5.0,,,1,4,5.0,275.0,1100.0,0.0,0.0,0.0,2005,181945  _1.0,0.6,2.74,561.8918,0,5.0,25.0,3,391719.9630314233,,,4,45.0
181945  ,1.0,4.0,1,1.0,,,1,4,5.0,275.0,1100.0,0.0,0.0,0.0,2005,181945  _1.0,0.37,2.74,561.8918,0,1.0,1.0,3,391719.9630314233,,,4,45.0
182159  ,1.0,1.0,2,77.0,,,2,3,1.0,650.0,650.0,0.0,0.0,0.0,2005,182159  _1.0,0.63,0.63,129.1941,0,77.0,5929.0,7,231470.88724584103,,,1,
182172  ,1.0,1.0,1,86.0,,,2,3,1.0,294.0,588.0,0.0,0.0,0.0,2005,182172  _1.0,0.74,1.37,280.9459,0,86.0,7396.0,7,209392.1256931608,,,2,
182172  ,1.0,2.0,2,76.0,,,3,3,1.0,294.0,588.0,0.0,0.0,0.0,2005,182172  _1.0,0.63,1.37,280.9459,0,76.0,5776.0,9,209392.1256931608,,,2,
182205  ,1.0,1.0,1,87.0,,,5,3,1.0,570.0,1140.0,0.0,0.0,0.0,2005,182205  _1.0,0.74,1.41,289.1487,0,87.0,7569.0,14,405964.32532347506,,,2,
182205  ,1.0,2.0,2,71.0,,,3,3,1.0,570.0,1140.0,0.0,0.0,0.0,2005,182205  _1.0,0.67,1.41,289.1487,0,71.0,5041.0,9,405964.32532347506,,,2,
182300  ,1.0,1.0,2,67.0,,,4,3,1.0,358.0,358.0,0.0,0.0,0.0,2005,182300  _1.0,0.67,0.67,137.39690000000002,0,67.0,4489.0,12,127487.04251386321,,,1,
