EDAD,edad2,educ,ingreso_total_familiar,miembros_hogar,horastrab,POBRE,ANO,cluster_k2,cluster_k4,cluster_k10,CH04,CH07,CH08,NIVEL_ED,ESTADO,CAT_OCUP
33.0,1089.0,17,1050000.0,1,45.0,0,2025,1,3,1,2,5.0,1.0,6,1,3.0
57.0,3249.0,17,600000.0,1,30.0,0,2025,1,1,3,2,3.0,1.0,6,1,3.0
59.0,3481.0,17,1100000.0,3,50.0,0,2025,1,1,9,2,3.0,4.0,6,1,2.0
23.0,529.0,0,1100000.0,3,50.0,0,2025,0,0,4,2,5.0,1.0,7,3,0.0
25.0,625.0,14,1100000.0,3,50.0,0,2025,0,3,1,1,5.0,1.0,5,2,3.0
21.0,441.0,9,350000.0,2,60.0,1,2025,0,3,1,1,1.0,4.0,3,1,2.0
20.0,400.0,14,350000.0,2,60.0,1,2025,0,3,1,2,1.0,4.0,5,2,2.0
58.0,3364.0,7,2050000.0,2,56.0,0,2025,1,1,9,1,4.0,4.0,2,1,3.0
31.0,961.0,12,2050000.0,2,56.0,0,2025,1,3,1,2,5.0,1.0,4,1,3.0
53.0,2809.0,12,2250000.0,4,48.0,0,2025,1,1,9,2,2.0,1.0,4,3,0.0
32.0,1024.0,12,2250000.0,4,48.0,0,2025,0,3,1,2,5.0,4.0,4,2,3.0
16.0,256.0,3,2250000.0,4,48.0,0,2025,0,0,2,1,5.0,1.0,1,3,0.0
56.0,3136.0,9,730000.0,2,36.0,0,2025,1,1,3,2,5.0,4.0,3,1,2.0
17.0,289.0,9,730000.0,2,36.0,0,2025,0,3,1,2,5.0,4.0,3,3,0.0
6.0,36.0,3,3500000.0,4,27.0,0,2025,0,0,2,2,5.0,1.0,1,4,0.0
11.0,121.0,9,3500000.0,4,27.0,0,2025,0,2,0,1,5.0,1.0,3,3,0.0
42.0,1764.0,12,3500000.0,4,27.0,0,2025,1,2,0,1,1.0,1.0,4,1,3.0
38.0,1444.0,17,1200000.0,3,35.0,0,2025,1,3,1,1,1.0,1.0,6,1,3.0
33.0,1089.0,14,1200000.0,3,35.0,0,2025,1,3,1,2,1.0,1.0,5,3,0.0
2.0,4.0,0,1200000.0,3,35.0,0,2025,0,0,2,1,5.0,1.0,7,4,0.0
28.0,784.0,12,1600000.0,3,40.0,0,2025,0,3,1,1,1.0,1.0,4,1,3.0
25.0,625.0,14,1500000.0,1,40.0,0,2025,0,3,1,1,5.0,2.0,5,1,1.0
45.0,2025.0,9,3000000.0,4,48.0,0,2025,1,2,0,2,1.0,2.0,3,1,2.0
18.0,324.0,12,3000000.0,4,48.0,0,2025,0,3,0,1,5.0,4.0,4,3,0.0
33.0,1089.0,9,1700000.0,2,10.0,0,2025,1,3,6,1,5.0,4.0,3,1,2.0
21.0,441.0,14,1700000.0,2,10.0,0,2025,0,3,6,2,5.0,1.0,5,1,3.0
11.0,121.0,3,3000000.0,4,48.0,0,2025,0,0,2,2,5.0,2.0,1,3,0.0
45.0,2025.0,14,3000000.0,4,48.0,0,2025,1,2,0,1,1.0,2.0,5,1,3.0
32.0,1024.0,12,2200000.0,2,20.0,0,2025,1,3,6,2,1.0,1.0,4,1,3.0
33.0,1089.0,12,2200000.0,2,20.0,0,2025,1,3,6,2,1.0,1.0,4,1,3.0
28.0,784.0,12,1600000.0,3,40.0,0,2025,0,3,1,2,1.0,1.0,4,3,0.0
2.0,4.0,0,1600000.0,3,40.0,0,2025,0,0,2,2,5.0,1.0,7,4,0.0
56.0,3136.0,7,1270000.0,3,36.0,0,2025,1,1,3,2,4.0,4.0,2,1,3.0
36.0,1296.0,12,1270000.0,3,36.0,0,2025,1,3,1,2,3.0,1.0,4,1,3.0
4.0,16.0,0,1270000.0,3,36.0,0,2025,0,0,2,1,5.0,4.0,7,4,0.0
50.0,2500.0,17,570000.0,1,50.0,0,2025,1,1,9,2,5.0,1.0,6,1,3.0
11.0,121.0,7,2504000.0,4,50.0,0,2025,0,0,2,1,5.0,1.0,2,3,0.0
51.0,2601.0,17,2504000.0,4,50.0,0,2025,1,1,0,1,1.0,1.0,6,1,3.0
28.0,784.0,14,295000.0,1,40.0,1,2025,0,3,1,1,5.0,4.0,5,1,3.0
54.0,2916.0,9,2504000.0,4,50.0,0,2025,1,1,9,1,5.0,1.0,3,3,0.0
35.0,1225.0,17,500000.0,1,40.0,0,2025,1,3,1,1,5.0,1.0,6,1,3.0
11.0,121.0,3,700000.0,7,27.0,1,2025,0,0,7,1,5.0,4.0,1,3,0.0
10.0,100.0,3,700000.0,7,27.0,1,2025,0,0,7,1,5.0,4.0,1,3,0.0
8.0,64.0,3,700000.0,7,27.0,1,2025,0,0,7,2,5.0,4.0,1,4,0.0
13.0,169.0,9,700000.0,7,27.0,1,2025,0,0,7,1,5.0,4.0,3,3,0.0
21.0,441.0,14,700000.0,7,27.0,1,2025,0,3,7,2,5.0,4.0,5,2,0.0
59.0,3481.0,9,750000.0,2,40.0,0,2025,1,1,3,1,2.0,1.0,3,1,3.0
45.0,2025.0,14,750000.0,2,40.0,0,2025,1,3,9,2,2.0,1.0,5,1,3.0
47.0,2209.0,7,700000.0,7,27.0,1,2025,1,1,7,2,3.0,4.0,2,1,3.0
59.0,3481.0,17,2500000.0,3,66.0,0,2025,1,1,9,1,2.0,12.0,6,1,2.0
59.0,3481.0,17,2500000.0,3,66.0,0,2025,1,1,9,2,2.0,12.0,6,1,2.0
23.0,529.0,17,2500000.0,3,66.0,0,2025,0,3,1,2,5.0,2.0,6,1,3.0
46.0,2116.0,12,1300000.0,5,54.0,1,2025,1,3,9,1,2.0,1.0,4,1,3.0
19.0,361.0,14,700000.0,7,27.0,1,2025,0,3,7,2,5.0,4.0,5,2,0.0
14.0,196.0,9,1500000.0,5,72.0,0,2025,0,0,8,2,5.0,1.0,3,3,0.0
46.0,2116.0,12,1300000.0,5,54.0,1,2025,1,3,9,2,2.0,1.0,4,3,0.0
21.0,441.0,14,1300000.0,5,54.0,1,2025,0,3,1,2,5.0,1.0,5,3,0.0
19.0,361.0,12,1300000.0,5,54.0,1,2025,0,3,1,1,5.0,1.0,4,1,3.0
16.0,256.0,9,1300000.0,5,54.0,1,2025,0,0,2,2,5.0,1.0,3,3,0.0
38.0,1444.0,7,1500000.0,5,72.0,0,2025,0,3,8,2,1.0,4.0,2,1,2.0
40.0,1600.0,7,1500000.0,5,72.0,0,2025,0,3,8,1,1.0,1.0,2,1,3.0
21.0,441.0,14,1500000.0,5,72.0,0,2025,0,3,8,2,5.0,4.0,5,1,3.0
19.0,361.0,9,1500000.0,5,72.0,0,2025,0,0,8,2,5.0,1.0,3,3,0.0
12.0,144.0,9,270000.0,2,84.0,1,2025,0,3,8,1,5.0,4.0,3,3,0.0
64.0,4096.0,12,1280000.0,2,12.0,0,2025,1,1,3,2,4.0,1.0,4,1,3.0
42.0,1764.0,14,1280000.0,2,12.0,0,2025,1,3,6,1,5.0,1.0,5,1,3.0
36.0,1296.0,12,270000.0,2,84.0,1,2025,1,3,8,2,5.0,4.0,4,1,2.0
46.0,2116.0,7,370000.0,3,24.0,1,2025,1,1,6,2,5.0,4.0,2,1,3.0
19.0,361.0,9,370000.0,3,24.0,1,2025,0,3,6,1,5.0,4.0,3,3,0.0
4.0,16.0,0,370000.0,3,24.0,1,2025,0,0,2,2,5.0,4.0,7,4,0.0
38.0,1444.0,17,2350000.0,3,40.0,0,2025,1,3,0,2,2.0,1.0,6,1,3.0
38.0,1444.0,12,2350000.0,3,40.0,0,2025,1,3,0,1,2.0,4.0,4,1,2.0
19.0,361.0,14,2350000.0,3,40.0,0,2025,0,3,1,2,5.0,1.0,5,1,3.0
49.0,2401.0,17,2650000.0,3,32.0,0,2025,1,1,0,1,1.0,12.0,6,1,3.0
37.0,1369.0,12,2650000.0,3,32.0,0,2025,1,3,0,2,1.0,12.0,4,1,3.0
8.0,64.0,3,2650000.0,3,32.0,0,2025,0,0,2,2,5.0,12.0,1,4,0.0
40.0,1600.0,9,880000.0,3,44.0,1,2025,1,3,9,2,1.0,1.0,3,1,2.0
37.0,1369.0,9,1435000.0,4,59.0,0,2025,0,3,9,1,1.0,1.0,3,1,2.0
30.0,900.0,14,1435000.0,4,59.0,0,2025,0,3,1,2,1.0,4.0,5,3,0.0
8.0,64.0,3,1435000.0,4,59.0,0,2025,0,0,2,1,5.0,4.0,1,4,0.0
60.0,3600.0,17,4100000.0,1,36.0,0,2025,1,2,0,1,5.0,1.0,6,1,3.0
57.0,3249.0,3,1820000.0,2,35.0,0,2025,1,1,4,2,2.0,1.0,1,1,3.0
74.0,5476.0,7,1820000.0,2,35.0,0,2025,1,1,3,1,2.0,1.0,2,1,3.0
14.0,196.0,9,880000.0,3,44.0,1,2025,0,3,2,1,5.0,1.0,3,3,0.0
40.0,1600.0,12,880000.0,3,44.0,1,2025,1,3,9,1,1.0,1.0,4,1,2.0
26.0,676.0,12,1400000.0,1,45.0,0,2025,0,3,1,1,5.0,1.0,4,1,3.0
26.0,676.0,12,3000000.0,3,40.0,0,2025,0,3,0,1,2.0,1.0,4,1,3.0
1.0,1.0,0,3000000.0,3,40.0,0,2025,0,0,2,1,5.0,1.0,7,4,0.0
30.0,900.0,14,3000000.0,3,40.0,0,2025,1,2,0,2,2.0,1.0,5,1,3.0
76.0,5776.0,7,1435000.0,4,59.0,0,2025,1,1,3,2,4.0,1.0,2,3,0.0
41.0,1681.0,12,400000.0,3,56.0,1,2025,1,3,9,2,3.0,4.0,4,1,2.0
5.0,25.0,0,400000.0,3,56.0,1,2025,0,0,2,1,5.0,4.0,7,4,0.0
9.0,81.0,3,400000.0,3,56.0,1,2025,0,0,2,1,5.0,4.0,1,4,0.0
42.0,1764.0,12,130000.0,2,15.0,1,2025,1,1,6,2,2.0,4.0,4,1,3.0
8.0,64.0,3,130000.0,2,15.0,1,2025,0,0,2,2,5.0,4.0,1,4,0.0
60.0,3600.0,7,970000.0,1,12.0,0,2025,1,1,3,2,4.0,1.0,2,1,3.0
20.0,400.0,12,2700000.0,4,48.0,0,2025,0,3,1,2,5.0,1.0,4,3,0.0
14.0,196.0,3,2700000.0,4,48.0,0,2025,0,0,2,2,5.0,1.0,1,3,0.0
46.0,2116.0,9,2700000.0,4,48.0,0,2025,1,1,0,1,2.0,1.0,3,1,3.0
43.0,1849.0,12,2700000.0,4,48.0,0,2025,1,3,0,2,2.0,1.0,4,3,0.0
50.0,2500.0,9,800000.0,3,36.0,1,2025,1,1,9,1,2.0,1.0,3,1,3.0
42.0,1764.0,7,800000.0,3,36.0,1,2025,1,1,9,2,2.0,1.0,2,3,0.0
8.0,64.0,3,800000.0,3,36.0,1,2025,0,0,2,2,5.0,1.0,1,4,0.0
53.0,2809.0,7,500000.0,3,40.0,1,2025,1,1,9,1,2.0,4.0,2,1,2.0
49.0,2401.0,12,500000.0,3,40.0,1,2025,1,1,9,2,2.0,4.0,4,2,0.0
20.0,400.0,12,500000.0,3,40.0,1,2025,0,3,1,1,5.0,1.0,4,3,0.0
55.0,3025.0,17,4200000.0,5,40.0,0,2025,1,2,0,1,2.0,1.0,6,1,3.0
44.0,1936.0,12,4200000.0,5,40.0,0,2025,1,2,0,2,2.0,1.0,4,3,0.0
21.0,441.0,14,4200000.0,5,40.0,0,2025,0,2,0,2,5.0,1.0,5,1,3.0
11.0,121.0,9,4200000.0,5,40.0,0,2025,0,2,0,2,5.0,1.0,3,3,0.0
9.0,81.0,3,4200000.0,5,40.0,0,2025,0,2,2,1,5.0,1.0,1,4,0.0
52.0,2704.0,7,2000000.0,4,45.0,0,2025,1,1,9,1,2.0,1.0,2,1,2.0
50.0,2500.0,17,2000000.0,4,45.0,0,2025,1,3,9,2,2.0,1.0,6,1,2.0
18.0,324.0,14,2000000.0,4,45.0,0,2025,0,3,1,1,5.0,1.0,5,3,0.0
14.0,196.0,9,2000000.0,4,45.0,0,2025,0,0,2,2,5.0,1.0,3,3,0.0
34.0,1156.0,14,4950000.0,2,40.0,0,2025,1,2,0,1,2.0,1.0,5,1,3.0
26.0,676.0,17,4950000.0,2,40.0,0,2025,1,2,0,2,2.0,1.0,6,1,3.0
21.0,441.0,12,8500000.0,5,70.0,0,2025,0,2,5,1,5.0,2.0,4,1,1.0
19.0,361.0,14,8500000.0,5,70.0,0,2025,0,2,5,1,5.0,2.0,5,3,0.0
24.0,576.0,14,8500000.0,5,70.0,0,2025,0,2,5,1,5.0,2.0,5,1,1.0
53.0,2809.0,9,8500000.0,5,70.0,0,2025,1,2,5,1,2.0,2.0,3,1,1.0
53.0,2809.0,17,8500000.0,5,70.0,0,2025,1,2,5,2,2.0,2.0,6,1,3.0
37.0,1369.0,17,1550000.0,1,48.0,0,2025,1,3,1,2,5.0,1.0,6,1,3.0
38.0,1444.0,12,3200000.0,7,40.0,0,2025,0,2,0,1,1.0,4.0,4,1,1.0
37.0,1369.0,9,3200000.0,7,40.0,0,2025,0,2,0,2,1.0,4.0,3,3,0.0
20.0,400.0,14,3200000.0,7,40.0,0,2025,0,2,0,1,5.0,4.0,5,3,0.0
13.0,169.0,9,3200000.0,7,40.0,0,2025,0,0,7,2,5.0,4.0,3,3,0.0
6.0,36.0,3,3200000.0,7,40.0,0,2025,0,0,2,1,5.0,4.0,1,4,0.0
24.0,576.0,12,3200000.0,7,40.0,0,2025,0,2,0,1,5.0,4.0,4,1,3.0
22.0,484.0,12,3200000.0,7,40.0,0,2025,0,2,0,1,5.0,4.0,4,1,3.0
36.0,1296.0,12,550000.0,1,40.0,0,2025,1,3,1,1,5.0,4.0,4,1,3.0
36.0,1296.0,14,4950000.0,2,30.0,0,2025,1,2,0,2,1.0,1.0,5,1,3.0
37.0,1369.0,17,4950000.0,2,30.0,0,2025,1,2,0,1,1.0,1.0,6,1,3.0
69.0,4761.0,17,1500000.0,1,16.0,0,2025,1,1,3,1,3.0,1.0,6,1,3.0
66.0,4356.0,7,1120000.0,3,48.0,0,2025,1,1,3,1,2.0,1.0,2,1,2.0
65.0,4225.0,7,1120000.0,3,48.0,0,2025,1,1,3,2,2.0,1.0,2,3,0.0
33.0,1089.0,3,1120000.0,3,48.0,0,2025,0,0,4,1,5.0,1.0,1,3,0.0
63.0,3969.0,14,2930000.0,3,24.0,0,2025,1,1,3,1,2.0,2.0,5,1,3.0
63.0,3969.0,12,2930000.0,3,24.0,0,2025,1,1,3,2,2.0,2.0,4,3,0.0
30.0,900.0,17,2930000.0,3,24.0,0,2025,1,3,0,1,5.0,2.0,6,1,3.0
30.0,900.0,12,470000.0,3,78.0,1,2025,0,3,8,2,5.0,4.0,4,1,2.0
4.0,16.0,0,470000.0,3,78.0,1,2025,0,0,2,2,5.0,4.0,7,4,0.0
52.0,2704.0,9,755000.0,4,54.0,1,2025,1,1,9,2,3.0,1.0,3,1,3.0
22.0,484.0,12,755000.0,4,54.0,1,2025,0,3,1,2,3.0,4.0,4,3,0.0
5.0,25.0,0,755000.0,4,54.0,1,2025,0,0,2,1,5.0,4.0,7,4,0.0
2.0,4.0,0,755000.0,4,54.0,1,2025,0,0,2,2,5.0,4.0,7,4,0.0
31.0,961.0,12,470000.0,3,78.0,1,2025,0,3,8,1,5.0,4.0,4,1,2.0
38.0,1444.0,14,850000.0,2,25.0,0,2025,1,3,6,2,4.0,1.0,5,1,3.0
15.0,225.0,9,850000.0,2,25.0,0,2025,0,3,6,2,5.0,1.0,3,3,0.0
37.0,1369.0,17,1600000.0,1,56.0,0,2025,1,3,1,1,5.0,1.0,6,1,3.0
40.0,1600.0,17,910000.0,2,36.0,0,2025,1,3,1,2,5.0,1.0,6,1,3.0
14.0,196.0,9,910000.0,2,36.0,0,2025,0,3,1,1,5.0,1.0,3,3,0.0
48.0,2304.0,14,2700000.0,2,45.0,0,2025,1,1,0,1,3.0,1.0,5,1,3.0
15.0,225.0,9,2700000.0,2,45.0,0,2025,0,3,1,1,5.0,1.0,3,3,0.0
76.0,5776.0,17,3900000.0,2,8.0,0,2025,1,1,3,1,2.0,1.0,6,1,2.0
73.0,5329.0,17,3900000.0,2,8.0,0,2025,1,1,3,2,2.0,1.0,6,3,0.0
74.0,5476.0,17,4700000.0,1,20.0,0,2025,1,1,3,1,5.0,2.0,6,1,2.0
36.0,1296.0,17,3100000.0,2,65.0,0,2025,1,2,0,2,1.0,1.0,6,1,3.0
40.0,1600.0,17,3100000.0,2,65.0,0,2025,1,2,0,1,1.0,1.0,6,1,3.0
46.0,2116.0,12,5900000.0,3,40.0,0,2025,1,2,0,1,1.0,2.0,4,1,2.0
43.0,1849.0,17,5900000.0,3,40.0,0,2025,1,2,0,2,1.0,2.0,6,1,2.0
14.0,196.0,9,5900000.0,3,40.0,0,2025,0,2,0,1,5.0,2.0,3,3,0.0
52.0,2704.0,14,880000.0,1,49.0,0,2025,1,1,9,1,5.0,1.0,5,1,3.0
75.0,5625.0,7,1412000.0,3,24.0,0,2025,1,1,3,1,4.0,1.0,2,1,2.0
75.0,5625.0,7,1412000.0,3,24.0,0,2025,1,1,3,1,4.0,1.0,2,1,2.0
89.0,7921.0,7,1412000.0,3,24.0,0,2025,1,1,3,2,5.0,1.0,2,3,0.0
35.0,1225.0,17,1930000.0,5,12.0,0,2025,1,3,6,2,1.0,1.0,6,1,3.0
34.0,1156.0,12,1930000.0,5,12.0,0,2025,0,3,6,1,1.0,1.0,4,1,3.0
5.0,25.0,0,1930000.0,5,12.0,0,2025,0,0,2,2,5.0,1.0,7,4,0.0
1.0,1.0,0,1930000.0,5,12.0,0,2025,0,0,2,1,5.0,1.0,7,4,0.0
64.0,4096.0,9,1930000.0,5,12.0,0,2025,1,1,3,2,4.0,1.0,3,3,0.0
40.0,1600.0,17,2220000.0,1,40.0,0,2025,1,3,0,1,5.0,1.0,6,1,3.0
36.0,1296.0,12,1600000.0,1,50.0,0,2025,1,3,1,1,5.0,1.0,4,1,3.0
58.0,3364.0,17,1825000.0,2,49.0,0,2025,1,1,9,1,2.0,1.0,6,1,3.0
63.0,3969.0,17,1825000.0,2,49.0,0,2025,1,1,3,2,2.0,1.0,6,3,0.0
19.0,361.0,12,2100000.0,5,41.0,0,2025,0,3,1,2,1.0,1.0,4,2,3.0
16.0,256.0,9,2100000.0,5,41.0,0,2025,0,0,2,1,5.0,1.0,3,3,0.0
12.0,144.0,9,2100000.0,5,41.0,0,2025,0,0,2,1,5.0,1.0,3,3,0.0
32.0,1024.0,12,340000.0,3,26.0,1,2025,0,3,6,2,1.0,4.0,4,1,2.0
11.0,121.0,3,340000.0,3,26.0,1,2025,0,0,2,2,5.0,2.0,1,3,0.0
5.0,25.0,0,340000.0,3,26.0,1,2025,0,0,2,2,5.0,2.0,7,4,0.0
38.0,1444.0,12,2100000.0,5,41.0,0,2025,1,3,0,2,4.0,1.0,4,1,3.0
19.0,361.0,14,2100000.0,5,41.0,0,2025,0,3,1,1,1.0,1.0,5,1,3.0
53.0,2809.0,12,1100000.0,3,8.0,0,2025,1,1,3,1,1.0,4.0,4,1,3.0
87.0,7569.0,12,1100000.0,3,8.0,0,2025,1,1,3,1,4.0,1.0,4,3,0.0
31.0,961.0,17,1100000.0,3,8.0,0,2025,1,3,6,2,1.0,4.0,6,2,3.0
30.0,900.0,12,1050000.0,3,32.0,0,2025,0,3,6,1,2.0,1.0,4,1,3.0
27.0,729.0,12,1050000.0,3,32.0,0,2025,0,3,6,2,2.0,1.0,4,3,0.0
9.0,81.0,3,1050000.0,3,32.0,0,2025,0,0,2,1,5.0,1.0,1,4,0.0
33.0,1089.0,12,1200000.0,3,35.0,0,2025,0,3,1,2,3.0,1.0,4,1,3.0
19.0,361.0,3,1200000.0,3,35.0,0,2025,0,0,2,2,5.0,1.0,1,3,0.0
5.0,25.0,0,1200000.0,3,35.0,0,2025,0,0,2,2,5.0,1.0,7,4,0.0
51.0,2601.0,17,1800000.0,2,40.0,0,2025,1,1,9,1,1.0,1.0,6,1,3.0
45.0,2025.0,17,1800000.0,2,40.0,0,2025,1,3,9,2,1.0,1.0,6,1,3.0
66.0,4356.0,12,1245000.0,1,30.0,0,2025,1,1,3,1,5.0,1.0,4,1,2.0
58.0,3364.0,9,1730000.0,5,40.0,0,2025,1,1,9,1,2.0,1.0,3,1,3.0
49.0,2401.0,9,1730000.0,5,40.0,0,2025,1,1,9,2,2.0,1.0,3,1,2.0
24.0,576.0,12,1730000.0,5,40.0,0,2025,0,3,1,1,5.0,4.0,4,2,3.0
50.0,2500.0,12,700000.0,3,20.0,1,2025,1,1,9,1,2.0,4.0,4,1,2.0
46.0,2116.0,12,700000.0,3,20.0,1,2025,1,1,6,2,2.0,4.0,4,2,0.0
13.0,169.0,9,700000.0,3,20.0,1,2025,0,0,6,1,5.0,4.0,3,3,0.0
37.0,1369.0,14,1598000.0,3,52.0,0,2025,1,3,1,1,1.0,4.0,5,1,2.0
25.0,625.0,12,1598000.0,3,52.0,0,2025,0,3,1,2,1.0,4.0,4,1,2.0
19.0,361.0,14,1730000.0,5,40.0,0,2025,0,3,1,2,5.0,1.0,5,3,0.0
82.0,6724.0,3,1730000.0,5,40.0,0,2025,1,1,3,2,4.0,1.0,1,3,0.0
45.0,2025.0,12,380000.0,3,12.0,1,2025,1,1,6,2,3.0,4.0,4,1,3.0
8.0,64.0,3,380000.0,3,12.0,1,2025,0,0,2,2,5.0,4.0,1,4,0.0
58.0,3364.0,3,635000.0,2,75.0,1,2025,1,1,4,2,4.0,4.0,1,1,3.0
24.0,576.0,7,635000.0,2,75.0,1,2025,0,3,8,1,5.0,4.0,2,1,2.0
5.0,25.0,0,1598000.0,3,52.0,0,2025,0,0,2,1,5.0,4.0,7,4,0.0
25.0,625.0,14,5940000.0,4,84.0,0,2025,0,2,0,1,5.0,1.0,5,1,3.0
79.0,6241.0,7,5940000.0,4,84.0,0,2025,1,2,0,2,4.0,1.0,2,3,0.0
57.0,3249.0,14,5940000.0,4,84.0,0,2025,1,2,0,1,2.0,1.0,5,1,3.0
53.0,2809.0,14,5940000.0,4,84.0,0,2025,1,2,0,2,2.0,1.0,5,3,0.0
26.0,676.0,14,2000000.0,1,35.0,0,2025,1,3,1,1,5.0,1.0,5,1,3.0
5.0,25.0,0,380000.0,3,12.0,1,2025,0,0,2,2,5.0,4.0,7,4,0.0
67.0,4489.0,17,658000.0,1,12.0,0,2025,1,1,3,2,5.0,1.0,6,1,3.0
57.0,3249.0,17,1000000.0,4,40.0,1,2025,1,1,9,1,2.0,1.0,6,1,3.0
50.0,2500.0,14,1000000.0,4,40.0,1,2025,1,1,9,2,2.0,1.0,5,3,0.0
16.0,256.0,9,1000000.0,4,40.0,1,2025,0,0,2,1,5.0,1.0,3,3,0.0
13.0,169.0,9,1000000.0,4,40.0,1,2025,0,0,2,2,5.0,1.0,3,3,0.0
34.0,1156.0,14,1300000.0,2,40.0,0,2025,1,3,1,1,1.0,1.0,5,1,3.0
24.0,576.0,14,1300000.0,2,40.0,0,2025,0,3,1,2,1.0,1.0,5,1,3.0
55.0,3025.0,7,777000.0,2,36.0,0,2025,1,1,3,2,3.0,4.0,2,1,3.0
19.0,361.0,14,777000.0,2,36.0,0,2025,0,3,1,2,5.0,1.0,5,1,3.0
7.0,49.0,3,1725000.0,4,27.0,0,2025,0,0,2,2,5.0,1.0,1,4,0.0
2.0,4.0,0,1725000.0,4,27.0,0,2025,0,0,2,1,5.0,1.0,7,4,0.0
24.0,576.0,12,574622.0,4,12.0,1,2025,0,3,6,2,1.0,4.0,4,1,3.0
28.0,784.0,9,574622.0,4,12.0,1,2025,0,3,6,1,1.0,4.0,3,1,3.0
6.0,36.0,3,574622.0,4,12.0,1,2025,0,0,2,2,5.0,4.0,1,4,0.0
3.0,9.0,0,574622.0,4,12.0,1,2025,0,0,2,2,5.0,4.0,7,4,0.0
35.0,1225.0,14,1725000.0,4,27.0,0,2025,1,3,6,1,1.0,1.0,5,1,3.0
34.0,1156.0,12,1725000.0,4,27.0,0,2025,0,3,6,2,1.0,4.0,4,3,0.0
51.0,2601.0,17,5850000.0,3,36.0,0,2025,1,2,0,1,1.0,1.0,6,1,3.0
48.0,2304.0,12,5850000.0,3,36.0,0,2025,1,2,0,2,1.0,1.0,4,1,3.0
15.0,225.0,9,5850000.0,3,36.0,0,2025,0,2,0,2,5.0,1.0,3,3,0.0
80.0,6400.0,7,1300000.0,2,50.0,0,2025,1,1,3,2,5.0,1.0,2,3,0.0
53.0,2809.0,9,1300000.0,2,50.0,0,2025,1,1,9,1,3.0,1.0,3,1,3.0
32.0,1024.0,14,2150000.0,2,46.0,0,2025,1,3,1,2,1.0,1.0,5,1,3.0
33.0,1089.0,12,2150000.0,2,46.0,0,2025,1,3,1,1,1.0,1.0,4,1,3.0
42.0,1764.0,14,2500000.0,3,45.0,0,2025,1,3,0,1,2.0,1.0,5,1,3.0
43.0,1849.0,12,2500000.0,3,45.0,0,2025,1,3,0,2,2.0,1.0,4,1,3.0
17.0,289.0,9,950000.0,3,37.0,0,2025,0,3,1,1,5.0,1.0,3,3,0.0
8.0,64.0,3,950000.0,3,37.0,0,2025,0,0,2,1,5.0,1.0,1,4,0.0
68.0,4624.0,14,760000.0,1,33.0,0,2025,1,1,3,1,3.0,1.0,5,1,2.0
45.0,2025.0,9,950000.0,3,37.0,0,2025,1,1,9,2,3.0,4.0,3,1,2.0
5.0,25.0,0,2500000.0,3,45.0,0,2025,0,0,2,1,5.0,1.0,7,4,0.0
38.0,1444.0,7,298000.0,4,35.0,1,2025,0,3,6,1,1.0,4.0,2,1,2.0
10.0,100.0,3,298000.0,4,35.0,1,2025,0,0,2,2,5.0,4.0,1,3,0.0
34.0,1156.0,7,298000.0,4,35.0,1,2025,0,3,6,2,1.0,4.0,2,1,2.0
14.0,196.0,9,298000.0,4,35.0,1,2025,0,0,2,2,5.0,4.0,3,3,0.0
43.0,1849.0,17,2070000.0,1,35.0,0,2025,1,3,0,1,5.0,1.0,6,1,3.0
50.0,2500.0,14,3400000.0,4,60.0,0,2025,1,2,0,1,2.0,1.0,5,1,1.0
61.0,3721.0,17,1800000.0,1,40.0,0,2025,1,1,3,2,5.0,1.0,6,1,3.0
55.0,3025.0,17,15600000.0,3,8.0,0,2025,1,2,5,2,2.0,1.0,6,1,3.0
45.0,2025.0,17,15600000.0,3,8.0,0,2025,1,2,5,1,2.0,1.0,6,1,1.0
9.0,81.0,3,15600000.0,3,8.0,0,2025,0,2,5,2,5.0,1.0,1,4,0.0
29.0,841.0,14,1550000.0,1,45.0,0,2025,1,3,1,2,5.0,1.0,5,1,3.0
47.0,2209.0,9,740000.0,6,48.0,1,2025,1,1,9,1,2.0,1.0,3,1,2.0
46.0,2116.0,9,740000.0,6,48.0,1,2025,1,3,9,2,2.0,4.0,3,1,2.0
23.0,529.0,14,740000.0,6,48.0,1,2025,0,3,1,1,5.0,4.0,5,3,0.0
20.0,400.0,14,740000.0,6,48.0,1,2025,0,3,1,2,5.0,4.0,5,3,0.0
19.0,361.0,9,740000.0,6,48.0,1,2025,0,0,7,2,5.0,4.0,3,3,0.0
5.0,25.0,0,740000.0,6,48.0,1,2025,0,0,2,2,5.0,4.0,7,4,0.0
41.0,1681.0,9,520000.0,2,20.0,0,2025,1,1,6,2,3.0,4.0,3,1,3.0
5.0,25.0,0,520000.0,2,20.0,0,2025,0,0,2,1,5.0,4.0,7,4,0.0
47.0,2209.0,17,4300000.0,3,45.0,0,2025,1,2,0,1,2.0,2.0,6,1,3.0
45.0,2025.0,17,4300000.0,3,45.0,0,2025,1,2,0,2,2.0,2.0,6,1,3.0
7.0,49.0,3,4300000.0,3,45.0,0,2025,0,2,2,2,5.0,2.0,1,4,0.0
32.0,1024.0,14,3200000.0,2,45.0,0,2025,1,2,0,1,2.0,2.0,5,1,3.0
29.0,841.0,17,3200000.0,2,45.0,0,2025,1,2,0,2,2.0,2.0,6,1,3.0
