date,soybeans_gov_stocks,soybeans_gov_stocks_change,soybeans_gov_stocks_pct_change
1980-12-29,313007000.0,,
1980-12-30,313007000.0,,
1980-12-31,313007000.0,,
1981-01-01,313007000.0,,
1981-01-02,313007000.0,,
1981-01-03,313007000.0,,
1981-01-04,313007000.0,,
1981-01-05,313007000.0,,
1981-01-06,313007000.0,,
1981-01-07,313007000.0,,
1981-01-08,313007000.0,,
1981-01-09,313007000.0,,
1981-01-10,313007000.0,,
1981-01-11,313007000.0,,
1981-01-12,313007000.0,,
1981-01-13,313007000.0,,
1981-01-14,313007000.0,,
1981-01-15,313007000.0,,
1981-01-16,313007000.0,,
1981-01-17,313007000.0,,
1981-01-18,313007000.0,,
1981-01-19,313007000.0,,
1981-01-20,313007000.0,,
1981-01-21,313007000.0,,
1981-01-22,313007000.0,,
1981-01-23,313007000.0,,
1981-01-24,313007000.0,,
1981-01-25,313007000.0,,
1981-01-26,313007000.0,,
1981-01-27,313007000.0,,
1981-01-28,313007000.0,,
1981-01-29,313007000.0,,
1981-01-30,313007000.0,,
1981-01-31,313007000.0,,
1981-02-01,313007000.0,,
1981-02-02,313007000.0,,
1981-02-03,313007000.0,,
1981-02-04,313007000.0,,
1981-02-05,313007000.0,,
1981-02-06,313007000.0,,
1981-02-07,313007000.0,,
1981-02-08,313007000.0,,
1981-02-09,313007000.0,,
1981-02-10,313007000.0,,
1981-02-11,313007000.0,,
1981-02-12,313007000.0,,
1981-02-13,313007000.0,,
1981-02-14,313007000.0,,
1981-02-15,313007000.0,,
1981-02-16,313007000.0,,
1981-02-17,313007000.0,,
1981-02-18,313007000.0,,
1981-02-19,313007000.0,,
1981-02-20,313007000.0,,
1981-02-21,313007000.0,,
1981-02-22,313007000.0,,
1981-02-23,313007000.0,,
1981-02-24,313007000.0,,
1981-02-25,313007000.0,,
1981-02-26,313007000.0,,
1981-02-27,313007000.0,,
1981-02-28,313007000.0,,
1981-03-01,313007000.0,,
1981-03-02,313007000.0,,
1981-03-03,313007000.0,,
1981-03-04,313007000.0,,
1981-03-05,313007000.0,,
1981-03-06,313007000.0,,
1981-03-07,313007000.0,,
1981-03-08,313007000.0,,
1981-03-09,313007000.0,,
1981-03-10,313007000.0,,
1981-03-11,313007000.0,,
1981-03-12,313007000.0,,
1981-03-13,313007000.0,,
1981-03-14,313007000.0,,
1981-03-15,313007000.0,,
1981-03-16,313007000.0,,
1981-03-17,313007000.0,,
1981-03-18,313007000.0,,
1981-03-19,313007000.0,,
1981-03-20,313007000.0,,
1981-03-21,313007000.0,,
1981-03-22,313007000.0,,
1981-03-23,313007000.0,,
1981-03-24,313007000.0,,
1981-03-25,313007000.0,,
1981-03-26,313007000.0,,
1981-03-27,313007000.0,,
1981-03-28,313007000.0,,
1981-03-29,313007000.0,,
1981-03-30,313007000.0,,
1981-03-31,313007000.0,,
1981-04-01,313007000.0,,
1981-04-02,313007000.0,,
1981-04-03,313007000.0,,
1981-04-04,313007000.0,,
1981-04-05,313007000.0,,
1981-04-06,313007000.0,,
1981-04-07,313007000.0,,
1981-04-08,313007000.0,,
1981-04-09,313007000.0,,
1981-04-10,313007000.0,,
1981-04-11,313007000.0,,
1981-04-12,313007000.0,,
1981-04-13,313007000.0,,
1981-04-14,313007000.0,,
1981-04-15,313007000.0,,
1981-04-16,313007000.0,,
1981-04-17,313007000.0,,
1981-04-18,313007000.0,,
1981-04-19,313007000.0,,
1981-04-20,313007000.0,,
1981-04-21,313007000.0,,
1981-04-22,313007000.0,,
1981-04-23,313007000.0,,
1981-04-24,313007000.0,,
1981-04-25,313007000.0,,
1981-04-26,313007000.0,,
1981-04-27,313007000.0,,
1981-04-28,313007000.0,,
1981-04-29,313007000.0,,
1981-04-30,313007000.0,,
1981-05-01,313007000.0,,
1981-05-02,313007000.0,,
1981-05-03,313007000.0,,
1981-05-04,313007000.0,,
1981-05-05,313007000.0,,
1981-05-06,313007000.0,,
1981-05-07,313007000.0,,
1981-05-08,313007000.0,,
1981-05-09,313007000.0,,
1981-05-10,313007000.0,,
1981-05-11,313007000.0,,
1981-05-12,313007000.0,,
1981-05-13,313007000.0,,
1981-05-14,313007000.0,,
1981-05-15,313007000.0,,
1981-05-16,313007000.0,,
1981-05-17,313007000.0,,
1981-05-18,313007000.0,,
1981-05-19,313007000.0,,
1981-05-20,313007000.0,,
1981-05-21,313007000.0,,
1981-05-22,313007000.0,,
1981-05-23,313007000.0,,
1981-05-24,313007000.0,,
1981-05-25,313007000.0,,
1981-05-26,313007000.0,,
1981-05-27,313007000.0,,
1981-05-28,313007000.0,,
1981-05-29,313007000.0,,
1981-05-30,313007000.0,,
1981-05-31,313007000.0,,
1981-06-01,313007000.0,,
1981-06-02,313007000.0,,
1981-06-03,313007000.0,,
1981-06-04,313007000.0,,
1981-06-05,313007000.0,,
1981-06-06,313007000.0,,
1981-06-07,313007000.0,,
1981-06-08,313007000.0,,
1981-06-09,313007000.0,,
1981-06-10,313007000.0,,
1981-06-11,313007000.0,,
1981-06-12,313007000.0,,
1981-06-13,313007000.0,,
1981-06-14,313007000.0,,
1981-06-15,313007000.0,,
1981-06-16,313007000.0,,
1981-06-17,313007000.0,,
1981-06-18,313007000.0,,
1981-06-19,313007000.0,,
1981-06-20,313007000.0,,
1981-06-21,313007000.0,,
1981-06-22,313007000.0,,
1981-06-23,313007000.0,,
1981-06-24,313007000.0,,
1981-06-25,313007000.0,,
1981-06-26,313007000.0,,
1981-06-27,313007000.0,,
1981-06-28,313007000.0,,
1981-06-29,313007000.0,,
1981-06-30,313007000.0,,
1981-07-01,313007000.0,,
1981-07-02,313007000.0,,
1981-07-03,313007000.0,,
1981-07-04,313007000.0,,
1981-07-05,313007000.0,,
1981-07-06,313007000.0,,
1981-07-07,313007000.0,,
1981-07-08,313007000.0,,
1981-07-09,313007000.0,,
1981-07-10,313007000.0,,
1981-07-11,313007000.0,,
1981-07-12,313007000.0,,
1981-07-13,313007000.0,,
1981-07-14,313007000.0,,
1981-07-15,313007000.0,,
1981-07-16,313007000.0,,
1981-07-17,313007000.0,,
1981-07-18,313007000.0,,
1981-07-19,313007000.0,,
1981-07-20,313007000.0,,
1981-07-21,313007000.0,,
1981-07-22,313007000.0,,
1981-07-23,313007000.0,,
1981-07-24,313007000.0,,
1981-07-25,313007000.0,,
1981-07-26,313007000.0,,
1981-07-27,313007000.0,,
1981-07-28,313007000.0,,
1981-07-29,313007000.0,,
1981-07-30,313007000.0,,
1981-07-31,313007000.0,,
1981-08-01,313007000.0,,
1981-08-02,313007000.0,,
1981-08-03,313007000.0,,
1981-08-04,313007000.0,,
1981-08-05,313007000.0,,
1981-08-06,313007000.0,,
1981-08-07,313007000.0,,
1981-08-08,313007000.0,,
1981-08-09,313007000.0,,
1981-08-10,313007000.0,,
1981-08-11,313007000.0,,
1981-08-12,313007000.0,,
1981-08-13,313007000.0,,
1981-08-14,313007000.0,,
1981-08-15,313007000.0,,
1981-08-16,313007000.0,,
1981-08-17,313007000.0,,
1981-08-18,313007000.0,,
1981-08-19,313007000.0,,
1981-08-20,313007000.0,,
1981-08-21,313007000.0,,
1981-08-22,313007000.0,,
1981-08-23,313007000.0,,
1981-08-24,313007000.0,,
1981-08-25,313007000.0,,
1981-08-26,313007000.0,,
1981-08-27,313007000.0,,
1981-08-28,313007000.0,,
1981-08-29,313007000.0,,
1981-08-30,313007000.0,,
1981-08-31,254511000.0,-58496000.0,-0.1868839993993745
1981-09-01,254511000.0,-58496000.0,-0.1868839993993745
1981-09-02,254511000.0,-58496000.0,-0.1868839993993745
1981-09-03,254511000.0,-58496000.0,-0.1868839993993745
1981-09-04,254511000.0,-58496000.0,-0.1868839993993745
1981-09-05,254511000.0,-58496000.0,-0.1868839993993745
1981-09-06,254511000.0,-58496000.0,-0.1868839993993745
1981-09-07,254511000.0,-58496000.0,-0.1868839993993745
1981-09-08,254511000.0,-58496000.0,-0.1868839993993745
1981-09-09,254511000.0,-58496000.0,-0.1868839993993745
1981-09-10,254511000.0,-58496000.0,-0.1868839993993745
1981-09-11,254511000.0,-58496000.0,-0.1868839993993745
1981-09-12,254511000.0,-58496000.0,-0.1868839993993745
1981-09-13,254511000.0,-58496000.0,-0.1868839993993745
1981-09-14,254511000.0,-58496000.0,-0.1868839993993745
1981-09-15,254511000.0,-58496000.0,-0.1868839993993745
1981-09-16,254511000.0,-58496000.0,-0.1868839993993745
1981-09-17,254511000.0,-58496000.0,-0.1868839993993745
1981-09-18,254511000.0,-58496000.0,-0.1868839993993745
1981-09-19,254511000.0,-58496000.0,-0.1868839993993745
1981-09-20,254511000.0,-58496000.0,-0.1868839993993745
1981-09-21,254511000.0,-58496000.0,-0.1868839993993745
1981-09-22,254511000.0,-58496000.0,-0.1868839993993745
1981-09-23,254511000.0,-58496000.0,-0.1868839993993745
1981-09-24,254511000.0,-58496000.0,-0.1868839993993745
1981-09-25,254511000.0,-58496000.0,-0.1868839993993745
1981-09-26,254511000.0,-58496000.0,-0.1868839993993745
1981-09-27,254511000.0,-58496000.0,-0.1868839993993745
1981-09-28,254511000.0,-58496000.0,-0.1868839993993745
1981-09-29,254511000.0,-58496000.0,-0.1868839993993745
1981-09-30,254511000.0,-58496000.0,-0.1868839993993745
1981-10-01,254511000.0,-58496000.0,-0.1868839993993745
1981-10-02,254511000.0,-58496000.0,-0.1868839993993745
1981-10-03,254511000.0,-58496000.0,-0.1868839993993745
1981-10-04,254511000.0,-58496000.0,-0.1868839993993745
1981-10-05,254511000.0,-58496000.0,-0.1868839993993745
1981-10-06,254511000.0,-58496000.0,-0.1868839993993745
1981-10-07,254511000.0,-58496000.0,-0.1868839993993745
1981-10-08,254511000.0,-58496000.0,-0.1868839993993745
1981-10-09,254511000.0,-58496000.0,-0.1868839993993745
1981-10-10,254511000.0,-58496000.0,-0.1868839993993745
1981-10-11,254511000.0,-58496000.0,-0.1868839993993745
1981-10-12,254511000.0,-58496000.0,-0.1868839993993745
1981-10-13,254511000.0,-58496000.0,-0.1868839993993745
1981-10-14,254511000.0,-58496000.0,-0.1868839993993745
1981-10-15,254511000.0,-58496000.0,-0.1868839993993745
1981-10-16,254511000.0,-58496000.0,-0.1868839993993745
1981-10-17,254511000.0,-58496000.0,-0.1868839993993745
1981-10-18,254511000.0,-58496000.0,-0.1868839993993745
1981-10-19,254511000.0,-58496000.0,-0.1868839993993745
1981-10-20,254511000.0,-58496000.0,-0.1868839993993745
1981-10-21,254511000.0,-58496000.0,-0.1868839993993745
1981-10-22,254511000.0,-58496000.0,-0.1868839993993745
1981-10-23,254511000.0,-58496000.0,-0.1868839993993745
1981-10-24,254511000.0,-58496000.0,-0.1868839993993745
1981-10-25,254511000.0,-58496000.0,-0.1868839993993745
1981-10-26,254511000.0,-58496000.0,-0.1868839993993745
1981-10-27,254511000.0,-58496000.0,-0.1868839993993745
1981-10-28,254511000.0,-58496000.0,-0.1868839993993745
1981-10-29,254511000.0,-58496000.0,-0.1868839993993745
1981-10-30,254511000.0,-58496000.0,-0.1868839993993745
1981-10-31,254511000.0,-58496000.0,-0.1868839993993745
1981-11-01,254511000.0,-58496000.0,-0.1868839993993745
1981-11-02,254511000.0,-58496000.0,-0.1868839993993745
1981-11-03,254511000.0,-58496000.0,-0.1868839993993745
1981-11-04,254511000.0,-58496000.0,-0.1868839993993745
1981-11-05,254511000.0,-58496000.0,-0.1868839993993745
1981-11-06,254511000.0,-58496000.0,-0.1868839993993745
1981-11-07,254511000.0,-58496000.0,-0.1868839993993745
1981-11-08,254511000.0,-58496000.0,-0.1868839993993745
1981-11-09,254511000.0,-58496000.0,-0.1868839993993745
1981-11-10,254511000.0,-58496000.0,-0.1868839993993745
1981-11-11,254511000.0,-58496000.0,-0.1868839993993745
1981-11-12,254511000.0,-58496000.0,-0.1868839993993745
1981-11-13,254511000.0,-58496000.0,-0.1868839993993745
1981-11-14,254511000.0,-58496000.0,-0.1868839993993745
1981-11-15,254511000.0,-58496000.0,-0.1868839993993745
1981-11-16,254511000.0,-58496000.0,-0.1868839993993745
1981-11-17,254511000.0,-58496000.0,-0.1868839993993745
1981-11-18,254511000.0,-58496000.0,-0.1868839993993745
1981-11-19,254511000.0,-58496000.0,-0.1868839993993745
1981-11-20,254511000.0,-58496000.0,-0.1868839993993745
1981-11-21,254511000.0,-58496000.0,-0.1868839993993745
1981-11-22,254511000.0,-58496000.0,-0.1868839993993745
1981-11-23,254511000.0,-58496000.0,-0.1868839993993745
1981-11-24,254511000.0,-58496000.0,-0.1868839993993745
1981-11-25,254511000.0,-58496000.0,-0.1868839993993745
1981-11-26,254511000.0,-58496000.0,-0.1868839993993745
1981-11-27,254511000.0,-58496000.0,-0.1868839993993745
1981-11-28,254511000.0,-58496000.0,-0.1868839993993745
1981-11-29,254511000.0,-58496000.0,-0.1868839993993745
1981-11-30,254511000.0,-58496000.0,-0.1868839993993745
1981-12-01,254511000.0,-58496000.0,-0.1868839993993745
1981-12-02,254511000.0,-58496000.0,-0.1868839993993745
1981-12-03,254511000.0,-58496000.0,-0.1868839993993745
1981-12-04,254511000.0,-58496000.0,-0.1868839993993745
1981-12-05,254511000.0,-58496000.0,-0.1868839993993745
1981-12-06,254511000.0,-58496000.0,-0.1868839993993745
1981-12-07,254511000.0,-58496000.0,-0.1868839993993745
1981-12-08,254511000.0,-58496000.0,-0.1868839993993745
1981-12-09,254511000.0,-58496000.0,-0.1868839993993745
1981-12-10,254511000.0,-58496000.0,-0.1868839993993745
1981-12-11,254511000.0,-58496000.0,-0.1868839993993745
1981-12-12,254511000.0,-58496000.0,-0.1868839993993745
1981-12-13,254511000.0,-58496000.0,-0.1868839993993745
1981-12-14,254511000.0,-58496000.0,-0.1868839993993745
1981-12-15,254511000.0,-58496000.0,-0.1868839993993745
1981-12-16,254511000.0,-58496000.0,-0.1868839993993745
1981-12-17,254511000.0,-58496000.0,-0.1868839993993745
1981-12-18,254511000.0,-58496000.0,-0.1868839993993745
1981-12-19,254511000.0,-58496000.0,-0.1868839993993745
1981-12-20,254511000.0,-58496000.0,-0.1868839993993745
1981-12-21,254511000.0,-58496000.0,-0.1868839993993745
1981-12-22,254511000.0,-58496000.0,-0.1868839993993745
1981-12-23,254511000.0,-58496000.0,-0.1868839993993745
1981-12-24,254511000.0,-58496000.0,-0.1868839993993745
1981-12-25,254511000.0,-58496000.0,-0.1868839993993745
1981-12-26,254511000.0,-58496000.0,-0.1868839993993745
1981-12-27,254511000.0,-58496000.0,-0.1868839993993745
1981-12-28,254511000.0,-58496000.0,-0.1868839993993745
1981-12-29,254511000.0,-58496000.0,-0.1868839993993745
1981-12-30,254511000.0,-58496000.0,-0.1868839993993745
1981-12-31,254511000.0,-58496000.0,-0.1868839993993745
1982-01-01,254511000.0,-58496000.0,-0.1868839993993745
1982-01-02,254511000.0,-58496000.0,-0.1868839993993745
1982-01-03,254511000.0,-58496000.0,-0.1868839993993745
1982-01-04,254511000.0,-58496000.0,-0.1868839993993745
1982-01-05,254511000.0,-58496000.0,-0.1868839993993745
1982-01-06,254511000.0,-58496000.0,-0.1868839993993745
1982-01-07,254511000.0,-58496000.0,-0.1868839993993745
1982-01-08,254511000.0,-58496000.0,-0.1868839993993745
1982-01-09,254511000.0,-58496000.0,-0.1868839993993745
1982-01-10,254511000.0,-58496000.0,-0.1868839993993745
1982-01-11,254511000.0,-58496000.0,-0.1868839993993745
1982-01-12,254511000.0,-58496000.0,-0.1868839993993745
1982-01-13,254511000.0,-58496000.0,-0.1868839993993745
1982-01-14,254511000.0,-58496000.0,-0.1868839993993745
1982-01-15,254511000.0,-58496000.0,-0.1868839993993745
1982-01-16,254511000.0,-58496000.0,-0.1868839993993745
1982-01-17,254511000.0,-58496000.0,-0.1868839993993745
1982-01-18,254511000.0,-58496000.0,-0.1868839993993745
1982-01-19,254511000.0,-58496000.0,-0.1868839993993745
1982-01-20,254511000.0,-58496000.0,-0.1868839993993745
1982-01-21,254511000.0,-58496000.0,-0.1868839993993745
1982-01-22,254511000.0,-58496000.0,-0.1868839993993745
1982-01-23,254511000.0,-58496000.0,-0.1868839993993745
1982-01-24,254511000.0,-58496000.0,-0.1868839993993745
1982-01-25,254511000.0,-58496000.0,-0.1868839993993745
1982-01-26,254511000.0,-58496000.0,-0.1868839993993745
1982-01-27,254511000.0,-58496000.0,-0.1868839993993745
1982-01-28,254511000.0,-58496000.0,-0.1868839993993745
1982-01-29,254511000.0,-58496000.0,-0.1868839993993745
1982-01-30,254511000.0,-58496000.0,-0.1868839993993745
1982-01-31,254511000.0,-58496000.0,-0.1868839993993745
1982-02-01,254511000.0,-58496000.0,-0.1868839993993745
1982-02-02,254511000.0,-58496000.0,-0.1868839993993745
1982-02-03,254511000.0,-58496000.0,-0.1868839993993745
1982-02-04,254511000.0,-58496000.0,-0.1868839993993745
1982-02-05,254511000.0,-58496000.0,-0.1868839993993745
1982-02-06,254511000.0,-58496000.0,-0.1868839993993745
1982-02-07,254511000.0,-58496000.0,-0.1868839993993745
1982-02-08,254511000.0,-58496000.0,-0.1868839993993745
1982-02-09,254511000.0,-58496000.0,-0.1868839993993745
1982-02-10,254511000.0,-58496000.0,-0.1868839993993745
1982-02-11,254511000.0,-58496000.0,-0.1868839993993745
1982-02-12,254511000.0,-58496000.0,-0.1868839993993745
1982-02-13,254511000.0,-58496000.0,-0.1868839993993745
1982-02-14,254511000.0,-58496000.0,-0.1868839993993745
1982-02-15,254511000.0,-58496000.0,-0.1868839993993745
1982-02-16,254511000.0,-58496000.0,-0.1868839993993745
1982-02-17,254511000.0,-58496000.0,-0.1868839993993745
1982-02-18,254511000.0,-58496000.0,-0.1868839993993745
1982-02-19,254511000.0,-58496000.0,-0.1868839993993745
1982-02-20,254511000.0,-58496000.0,-0.1868839993993745
1982-02-21,254511000.0,-58496000.0,-0.1868839993993745
1982-02-22,254511000.0,-58496000.0,-0.1868839993993745
1982-02-23,254511000.0,-58496000.0,-0.1868839993993745
1982-02-24,254511000.0,-58496000.0,-0.1868839993993745
1982-02-25,254511000.0,-58496000.0,-0.1868839993993745
1982-02-26,254511000.0,-58496000.0,-0.1868839993993745
1982-02-27,254511000.0,-58496000.0,-0.1868839993993745
1982-02-28,254511000.0,-58496000.0,-0.1868839993993745
1982-03-01,254511000.0,-58496000.0,-0.1868839993993745
1982-03-02,254511000.0,-58496000.0,-0.1868839993993745
1982-03-03,254511000.0,-58496000.0,-0.1868839993993745
1982-03-04,254511000.0,-58496000.0,-0.1868839993993745
1982-03-05,254511000.0,-58496000.0,-0.1868839993993745
1982-03-06,254511000.0,-58496000.0,-0.1868839993993745
1982-03-07,254511000.0,-58496000.0,-0.1868839993993745
1982-03-08,254511000.0,-58496000.0,-0.1868839993993745
1982-03-09,254511000.0,-58496000.0,-0.1868839993993745
1982-03-10,254511000.0,-58496000.0,-0.1868839993993745
1982-03-11,254511000.0,-58496000.0,-0.1868839993993745
1982-03-12,254511000.0,-58496000.0,-0.1868839993993745
1982-03-13,254511000.0,-58496000.0,-0.1868839993993745
1982-03-14,254511000.0,-58496000.0,-0.1868839993993745
1982-03-15,254511000.0,-58496000.0,-0.1868839993993745
1982-03-16,254511000.0,-58496000.0,-0.1868839993993745
1982-03-17,254511000.0,-58496000.0,-0.1868839993993745
1982-03-18,254511000.0,-58496000.0,-0.1868839993993745
1982-03-19,254511000.0,-58496000.0,-0.1868839993993745
1982-03-20,254511000.0,-58496000.0,-0.1868839993993745
1982-03-21,254511000.0,-58496000.0,-0.1868839993993745
1982-03-22,254511000.0,-58496000.0,-0.1868839993993745
1982-03-23,254511000.0,-58496000.0,-0.1868839993993745
1982-03-24,254511000.0,-58496000.0,-0.1868839993993745
1982-03-25,254511000.0,-58496000.0,-0.1868839993993745
1982-03-26,254511000.0,-58496000.0,-0.1868839993993745
1982-03-27,254511000.0,-58496000.0,-0.1868839993993745
1982-03-28,254511000.0,-58496000.0,-0.1868839993993745
1982-03-29,254511000.0,-58496000.0,-0.1868839993993745
1982-03-30,254511000.0,-58496000.0,-0.1868839993993745
1982-03-31,254511000.0,-58496000.0,-0.1868839993993745
1982-04-01,254511000.0,-58496000.0,-0.1868839993993745
1982-04-02,254511000.0,-58496000.0,-0.1868839993993745
1982-04-03,254511000.0,-58496000.0,-0.1868839993993745
1982-04-04,254511000.0,-58496000.0,-0.1868839993993745
1982-04-05,254511000.0,-58496000.0,-0.1868839993993745
1982-04-06,254511000.0,-58496000.0,-0.1868839993993745
1982-04-07,254511000.0,-58496000.0,-0.1868839993993745
1982-04-08,254511000.0,-58496000.0,-0.1868839993993745
1982-04-09,254511000.0,-58496000.0,-0.1868839993993745
1982-04-10,254511000.0,-58496000.0,-0.1868839993993745
1982-04-11,254511000.0,-58496000.0,-0.1868839993993745
1982-04-12,254511000.0,-58496000.0,-0.1868839993993745
1982-04-13,254511000.0,-58496000.0,-0.1868839993993745
1982-04-14,254511000.0,-58496000.0,-0.1868839993993745
1982-04-15,254511000.0,-58496000.0,-0.1868839993993745
1982-04-16,254511000.0,-58496000.0,-0.1868839993993745
1982-04-17,254511000.0,-58496000.0,-0.1868839993993745
1982-04-18,254511000.0,-58496000.0,-0.1868839993993745
1982-04-19,254511000.0,-58496000.0,-0.1868839993993745
1982-04-20,254511000.0,-58496000.0,-0.1868839993993745
1982-04-21,254511000.0,-58496000.0,-0.1868839993993745
1982-04-22,254511000.0,-58496000.0,-0.1868839993993745
1982-04-23,254511000.0,-58496000.0,-0.1868839993993745
1982-04-24,254511000.0,-58496000.0,-0.1868839993993745
1982-04-25,254511000.0,-58496000.0,-0.1868839993993745
1982-04-26,254511000.0,-58496000.0,-0.1868839993993745
1982-04-27,254511000.0,-58496000.0,-0.1868839993993745
1982-04-28,254511000.0,-58496000.0,-0.1868839993993745
1982-04-29,254511000.0,-58496000.0,-0.1868839993993745
1982-04-30,254511000.0,-58496000.0,-0.1868839993993745
1982-05-01,254511000.0,-58496000.0,-0.1868839993993745
1982-05-02,254511000.0,-58496000.0,-0.1868839993993745
1982-05-03,254511000.0,-58496000.0,-0.1868839993993745
1982-05-04,254511000.0,-58496000.0,-0.1868839993993745
1982-05-05,254511000.0,-58496000.0,-0.1868839993993745
1982-05-06,254511000.0,-58496000.0,-0.1868839993993745
1982-05-07,254511000.0,-58496000.0,-0.1868839993993745
1982-05-08,254511000.0,-58496000.0,-0.1868839993993745
1982-05-09,254511000.0,-58496000.0,-0.1868839993993745
1982-05-10,254511000.0,-58496000.0,-0.1868839993993745
1982-05-11,254511000.0,-58496000.0,-0.1868839993993745
1982-05-12,254511000.0,-58496000.0,-0.1868839993993745
1982-05-13,254511000.0,-58496000.0,-0.1868839993993745
1982-05-14,254511000.0,-58496000.0,-0.1868839993993745
1982-05-15,254511000.0,-58496000.0,-0.1868839993993745
1982-05-16,254511000.0,-58496000.0,-0.1868839993993745
1982-05-17,254511000.0,-58496000.0,-0.1868839993993745
1982-05-18,254511000.0,-58496000.0,-0.1868839993993745
1982-05-19,254511000.0,-58496000.0,-0.1868839993993745
1982-05-20,254511000.0,-58496000.0,-0.1868839993993745
1982-05-21,254511000.0,-58496000.0,-0.1868839993993745
1982-05-22,254511000.0,-58496000.0,-0.1868839993993745
1982-05-23,254511000.0,-58496000.0,-0.1868839993993745
1982-05-24,254511000.0,-58496000.0,-0.1868839993993745
1982-05-25,254511000.0,-58496000.0,-0.1868839993993745
1982-05-26,254511000.0,-58496000.0,-0.1868839993993745
1982-05-27,254511000.0,-58496000.0,-0.1868839993993745
1982-05-28,254511000.0,-58496000.0,-0.1868839993993745
1982-05-29,254511000.0,-58496000.0,-0.1868839993993745
1982-05-30,254511000.0,-58496000.0,-0.1868839993993745
1982-05-31,254511000.0,-58496000.0,-0.1868839993993745
1982-06-01,254511000.0,-58496000.0,-0.1868839993993745
1982-06-02,254511000.0,-58496000.0,-0.1868839993993745
1982-06-03,254511000.0,-58496000.0,-0.1868839993993745
1982-06-04,254511000.0,-58496000.0,-0.1868839993993745
1982-06-05,254511000.0,-58496000.0,-0.1868839993993745
1982-06-06,254511000.0,-58496000.0,-0.1868839993993745
1982-06-07,254511000.0,-58496000.0,-0.1868839993993745
