CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,ITF,P21,CAT_OCUP,PP03J,ANO,HOGAR_ID,ADULTO_EQUIVALENTE,AD_EQUIV_HOGAR,INGRESO_NECESARIO,pobre
199758  ,1.0,2.0,2,44,,,3,2,0.0,87.5,700.0,0.0,3.0,0.0,2005,199758  _1.0,0.77,6.65,1363.7155,1
199758  ,1.0,3.0,2,20,,,3,3,4.0,87.5,700.0,0.0,0.0,0.0,2005,199758  _1.0,0.76,6.65,1363.7155,1
199758  ,1.0,4.0,2,17,,,4,3,3.0,87.5,700.0,0.0,0.0,0.0,2005,199758  _1.0,0.77,6.65,1363.7155,1
199758  ,1.0,5.0,2,17,,,4,3,3.0,87.5,700.0,0.0,0.0,0.0,2005,199758  _1.0,0.77,6.65,1363.7155,1
199758  ,1.0,6.0,1,15,,,3,3,3.0,87.5,700.0,0.0,0.0,0.0,2005,199758  _1.0,1.0,6.65,1363.7155,1
199758  ,1.0,7.0,2,14,,,4,3,3.0,87.5,700.0,0.0,0.0,0.0,2005,199758  _1.0,0.76,6.65,1363.7155,1
199758  ,1.0,8.0,1,11,,,2,3,3.0,87.5,700.0,0.0,0.0,0.0,2005,199758  _1.0,0.82,6.65,1363.7155,1
200005  ,1.0,1.0,1,42,,,3,1,0.0,191.66666666666663,1150.0,0.0,2.0,Sí,2005,200005  _1.0,1.0,5.17,1060.2119,0
200005  ,1.0,2.0,2,35,,,3,1,0.0,191.66666666666663,1150.0,0.0,4.0,No,2005,200005  _1.0,0.77,5.17,1060.2119,0
200005  ,1.0,3.0,1,14,,,4,1,0.0,191.66666666666663,1150.0,0.0,4.0,No,2005,200005  _1.0,0.96,5.17,1060.2119,0
200005  ,1.0,4.0,1,13,,,2,1,0.0,191.66666666666663,1150.0,0.0,4.0,No,2005,200005  _1.0,0.9,5.17,1060.2119,0
200005  ,1.0,5.0,1,12,,,2,1,0.0,191.66666666666663,1150.0,0.0,4.0,No,2005,200005  _1.0,0.85,5.17,1060.2119,0
200005  ,1.0,6.0,2,9,,,2,4,3.0,191.66666666666663,1150.0,0.0,0.0,0.0,2005,200005  _1.0,0.69,5.17,1060.2119,0
200008  ,1.0,1.0,1,44,,,3,1,0.0,108.1818181818182,1190.0,480.0,3.0,Sí,2005,200008  _1.0,1.0,8.07,1654.9149,1
200008  ,1.0,2.0,2,41,,,5,3,4.0,108.1818181818182,1190.0,0.0,0.0,0.0,2005,200008  _1.0,0.77,8.07,1654.9149,1
200008  ,1.0,3.0,2,19,,,4,2,0.0,108.1818181818182,1190.0,0.0,0.0,0.0,2005,200008  _1.0,0.76,8.07,1654.9149,1
200008  ,1.0,4.0,2,19,,,4,1,0.0,108.1818181818182,1190.0,280.0,3.0,No,2005,200008  _1.0,0.76,8.07,1654.9149,1
200008  ,1.0,5.0,2,17,,,4,1,0.0,108.1818181818182,1190.0,280.0,3.0,No,2005,200008  _1.0,0.77,8.07,1654.9149,1
200008  ,1.0,6.0,2,15,,,2,3,3.0,108.1818181818182,1190.0,0.0,0.0,0.0,2005,200008  _1.0,0.77,8.07,1654.9149,1
200008  ,1.0,7.0,2,13,,,2,3,3.0,108.1818181818182,1190.0,0.0,0.0,0.0,2005,200008  _1.0,0.76,8.07,1654.9149,1
200008  ,1.0,8.0,2,10,,,2,3,3.0,108.1818181818182,1190.0,0.0,0.0,0.0,2005,200008  _1.0,0.7,8.07,1654.9149,1
200008  ,1.0,9.0,2,8,,,2,4,3.0,108.1818181818182,1190.0,0.0,0.0,0.0,2005,200008  _1.0,0.68,8.07,1654.9149,1
200008  ,1.0,10.0,2,6,,,2,4,3.0,108.1818181818182,1190.0,0.0,0.0,0.0,2005,200008  _1.0,0.64,8.07,1654.9149,1
200008  ,1.0,11.0,1,2,,,1,4,5.0,108.1818181818182,1190.0,0.0,0.0,0.0,2005,200008  _1.0,0.46,8.07,1654.9149,1
200069  ,1.0,1.0,2,63,,,7,1,0.0,186.66666666666663,560.0,10.0,2.0,Sí,2005,200069  _1.0,0.67,2.21,453.2047,0
200069  ,1.0,2.0,2,35,,,7,2,0.0,186.66666666666663,560.0,0.0,3.0,0.0,2005,200069  _1.0,0.77,2.21,453.2047,0
200069  ,1.0,3.0,2,33,,,6,1,0.0,186.66666666666663,560.0,350.0,3.0,No,2005,200069  _1.0,0.77,2.21,453.2047,0
200101  ,1.0,1.0,1,51,,,7,1,0.0,675.0,2700.0,2000.0,2.0,No,2005,200101  _1.0,1.0,3.54,725.9478,0
200101  ,1.0,2.0,2,53,,,7,3,4.0,675.0,2700.0,0.0,0.0,0.0,2005,200101  _1.0,0.76,3.54,725.9478,0
200101  ,1.0,3.0,2,24,,,6,1,0.0,675.0,2700.0,400.0,3.0,No,2005,200101  _1.0,0.76,3.54,725.9478,0
200101  ,1.0,4.0,1,20,,,6,3,3.0,675.0,2700.0,0.0,0.0,0.0,2005,200101  _1.0,1.02,3.54,725.9478,0
200178  ,1.0,1.0,1,44,,,3,2,0.0,400.0,800.0,0.0,2.0,0.0,2005,200178  _1.0,1.0,1.77,362.9739,0
200178  ,1.0,2.0,2,38,,,3,1,0.0,400.0,800.0,550.0,3.0,No,2005,200178  _1.0,0.77,1.77,362.9739,0
200183  ,1.0,1.0,1,35,,,3,1,0.0,410.0,1640.0,600.0,2.0,No,2005,200183  _1.0,1.0,2.87,588.5509,0
200183  ,1.0,2.0,2,29,,,6,1,0.0,410.0,1640.0,700.0,3.0,No,2005,200183  _1.0,0.76,2.87,588.5509,0
200183  ,1.0,3.0,1,5,,,1,4,5.0,410.0,1640.0,0.0,0.0,0.0,2005,200183  _1.0,0.6,2.87,588.5509,0
200183  ,1.0,4.0,1,3,,,1,4,5.0,410.0,1640.0,0.0,0.0,0.0,2005,200183  _1.0,0.51,2.87,588.5509,0
200196  ,1.0,3.0,1,23,,,3,1,0.0,303.3333333333333,1820.0,370.0,3.0,Sí,2005,200196  _1.0,1.02,4.57,937.1699,0
200196  ,1.0,7.0,2,21,,,5,1,0.0,303.3333333333333,1820.0,200.0,3.0,Sí,2005,200196  _1.0,0.76,4.57,937.1699,0
200196  ,1.0,10.0,2,28,,,4,1,0.0,303.3333333333333,1820.0,150.0,3.0,No,2005,200196  _1.0,0.76,4.57,937.1699,0
200196  ,1.0,11.0,1,24,,,4,1,0.0,303.3333333333333,1820.0,1100.0,3.0,No,2005,200196  _1.0,1.02,4.57,937.1699,0
200196  ,1.0,12.0,2,4,,,1,4,5.0,303.3333333333333,1820.0,0.0,0.0,0.0,2005,200196  _1.0,0.55,4.57,937.1699,0
200196  ,1.0,13.0,1,2,,,1,4,5.0,303.3333333333333,1820.0,0.0,0.0,0.0,2005,200196  _1.0,0.46,4.57,937.1699,0
200323  ,1.0,1.0,1,43,,,3,1,0.0,158.33333333333334,950.0,300.0,2.0,Sí,2005,200323  _1.0,1.0,5.07,1039.7049,1
200323  ,1.0,2.0,2,39,,,3,1,0.0,158.33333333333334,950.0,300.0,2.0,No,2005,200323  _1.0,0.77,5.07,1039.7049,1
200323  ,1.0,3.0,2,22,,,6,1,0.0,158.33333333333334,950.0,350.0,3.0,No,2005,200323  _1.0,0.76,5.07,1039.7049,1
200323  ,1.0,4.0,2,18,,,6,3,3.0,158.33333333333334,950.0,0.0,0.0,0.0,2005,200323  _1.0,0.76,5.07,1039.7049,1
200323  ,1.0,5.0,1,14,,,4,0,0.0,158.33333333333334,950.0,0.0,0.0,0.0,2005,200323  _1.0,0.96,5.07,1039.7049,1
200323  ,1.0,6.0,1,11,,,2,3,3.0,158.33333333333334,950.0,0.0,0.0,0.0,2005,200323  _1.0,0.82,5.07,1039.7049,1
200496  ,1.0,1.0,2,62,,,3,1,0.0,600.0,600.0,600.0,3.0,No,2005,200496  _1.0,0.67,0.67,137.39690000000002,0
200524  ,1.0,2.0,2,28,,,6,1,0.0,427.5,855.0,510.0,3.0,No,2005,200524  _1.0,0.76,1.31,268.6417,0
200524  ,1.0,5.0,1,4,,,1,4,5.0,427.5,855.0,0.0,0.0,0.0,2005,200524  _1.0,0.55,1.31,268.6417,0
200571  ,1.0,1.0,1,27,,,4,1,0.0,833.3333333333334,2500.0,1600.0,3.0,No,2005,200571  _1.0,1.02,2.29,469.6103,0
200571  ,1.0,2.0,2,22,,,4,3,4.0,833.3333333333334,2500.0,0.0,0.0,0.0,2005,200571  _1.0,0.76,2.29,469.6103,0
200571  ,1.0,3.0,2,3,,,1,4,5.0,833.3333333333334,2500.0,0.0,0.0,0.0,2005,200571  _1.0,0.51,2.29,469.6103,0
200672  ,1.0,1.0,1,54,,,3,1,0.0,933.3333333333334,2800.0,300.0,2.0,Sí,2005,200672  _1.0,1.0,2.58,529.0806,0
200672  ,1.0,2.0,2,50,,,6,1,0.0,933.3333333333334,2800.0,1750.0,3.0,No,2005,200672  _1.0,0.76,2.58,529.0806,0
200672  ,1.0,3.0,1,11,,,2,3,3.0,933.3333333333334,2800.0,0.0,0.0,0.0,2005,200672  _1.0,0.82,2.58,529.0806,0
200693  ,1.0,1.0,1,55,,,3,1,0.0,550.0,1100.0,600.0,2.0,No,2005,200693  _1.0,1.0,1.76,360.9232,0
200693  ,1.0,2.0,2,22,,,4,2,0.0,550.0,1100.0,0.0,3.0,0.0,2005,200693  _1.0,0.76,1.76,360.9232,0
200791  ,1.0,1.0,2,61,,,3,1,0.0,187.5,750.0,500.0,3.0,No,2005,200791  _1.0,0.67,2.97,609.0579,0
200791  ,1.0,2.0,2,17,,,4,3,3.0,187.5,750.0,0.0,0.0,0.0,2005,200791  _1.0,0.77,2.97,609.0579,0
200791  ,1.0,3.0,2,16,,,4,3,4.0,187.5,750.0,0.0,0.0,0.0,2005,200791  _1.0,0.77,2.97,609.0579,0
200791  ,1.0,4.0,2,14,,,4,3,3.0,187.5,750.0,0.0,0.0,0.0,2005,200791  _1.0,0.76,2.97,609.0579,0
200872  ,1.0,1.0,1,56,,,4,1,0.0,487.5,1950.0,800.0,2.0,No,2005,200872  _1.0,1.0,3.15,645.9705,0
200872  ,1.0,2.0,2,53,,,5,1,0.0,487.5,1950.0,80.0,3.0,Sí,2005,200872  _1.0,0.76,3.15,645.9705,0
200872  ,1.0,4.0,2,84,,,2,3,1.0,487.5,1950.0,0.0,0.0,0.0,2005,200872  _1.0,0.63,3.15,645.9705,0
200872  ,1.0,5.0,2,20,,,5,1,0.0,487.5,1950.0,450.0,3.0,Sí,2005,200872  _1.0,0.76,3.15,645.9705,0
200980  ,1.0,1.0,1,52,,,3,1,0.0,225.0,900.0,900.0,3.0,No,2005,200980  _1.0,1.0,3.54,725.9478,0
200980  ,1.0,2.0,2,50,,,3,3,4.0,225.0,900.0,0.0,0.0,0.0,2005,200980  _1.0,0.76,3.54,725.9478,0
200980  ,1.0,3.0,1,27,,,5,2,0.0,225.0,900.0,0.0,3.0,0.0,2005,200980  _1.0,1.02,3.54,725.9478,0
200980  ,1.0,4.0,2,23,,,7,2,0.0,225.0,900.0,0.0,0.0,0.0,2005,200980  _1.0,0.76,3.54,725.9478,0
200999  ,2.0,1.0,1,40,,,5,1,0.0,107.14285714285714,750.0,600.0,3.0,No,2005,200999  _2.0,1.0,4.33,887.9531,1
200999  ,2.0,2.0,2,19,,,4,3,4.0,107.14285714285714,750.0,0.0,0.0,0.0,2005,200999  _2.0,0.76,4.33,887.9531,1
200999  ,2.0,3.0,1,,,,1,4,5.0,107.14285714285714,750.0,0.0,0.0,0.0,2005,200999  _2.0,0.0,4.33,887.9531,1
200999  ,2.0,4.0,2,23,,,4,3,4.0,107.14285714285714,750.0,0.0,0.0,0.0,2005,200999  _2.0,0.76,4.33,887.9531,1
200999  ,2.0,5.0,1,7,,,2,4,3.0,107.14285714285714,750.0,0.0,0.0,0.0,2005,200999  _2.0,0.66,4.33,887.9531,1
200999  ,2.0,6.0,1,5,,,1,4,5.0,107.14285714285714,750.0,0.0,0.0,0.0,2005,200999  _2.0,0.6,4.33,887.9531,1
200999  ,2.0,7.0,1,4,,,1,4,5.0,107.14285714285714,750.0,0.0,0.0,0.0,2005,200999  _2.0,0.55,4.33,887.9531,1
201085  ,1.0,1.0,1,73,,,3,3,1.0,354.0,708.0,0.0,0.0,0.0,2005,201085  _1.0,0.83,1.5,307.605,0
201085  ,1.0,2.0,2,67,,,3,1,0.0,354.0,708.0,400.0,2.0,No,2005,201085  _1.0,0.67,1.5,307.605,0
201237  ,1.0,1.0,1,50,,,4,2,0.0,62.5,250.0,0.0,3.0,0.0,2005,201237  _1.0,1.0,3.54,725.9478,1
201237  ,1.0,2.0,2,48,,,6,3,3.0,62.5,250.0,0.0,0.0,0.0,2005,201237  _1.0,0.76,3.54,725.9478,1
201237  ,1.0,3.0,1,21,,,6,2,0.0,62.5,250.0,0.0,3.0,0.0,2005,201237  _1.0,1.02,3.54,725.9478,1
201237  ,1.0,4.0,2,19,,,6,3,3.0,62.5,250.0,0.0,0.0,0.0,2005,201237  _1.0,0.76,3.54,725.9478,1
201270  ,1.0,1.0,1,62,,,3,1,0.0,266.6666666666667,1600.0,350.0,3.0,No,2005,201270  _1.0,0.83,4.37,896.1559,0
201270  ,1.0,2.0,2,55,,,3,1,0.0,266.6666666666667,1600.0,400.0,2.0,No,2005,201270  _1.0,0.76,4.37,896.1559,0
201270  ,1.0,3.0,1,33,,,4,1,0.0,266.6666666666667,1600.0,450.0,3.0,Sí,2005,201270  _1.0,1.0,4.37,896.1559,0
201270  ,1.0,4.0,2,33,,,5,2,0.0,266.6666666666667,1600.0,0.0,3.0,0.0,2005,201270  _1.0,0.77,4.37,896.1559,0
201270  ,1.0,5.0,1,6,,,2,4,3.0,266.6666666666667,1600.0,0.0,0.0,0.0,2005,201270  _1.0,0.64,4.37,896.1559,0
201270  ,1.0,6.0,2,1,,,1,4,5.0,266.6666666666667,1600.0,0.0,0.0,0.0,2005,201270  _1.0,0.37,4.37,896.1559,0
201272  ,1.0,1.0,1,50,,,3,1,0.0,5750.0,23000.0,2000.0,3.0,No,2005,201272  _1.0,1.0,3.74,766.9618,0
201272  ,1.0,2.0,2,49,,,5,1,0.0,5750.0,23000.0,300.0,2.0,No,2005,201272  _1.0,0.76,3.74,766.9618,0
201272  ,1.0,3.0,1,26,,,5,1,0.0,5750.0,23000.0,700.0,3.0,No,2005,201272  _1.0,1.02,3.74,766.9618,0
201272  ,1.0,4.0,1,14,,,4,3,3.0,5750.0,23000.0,0.0,0.0,0.0,2005,201272  _1.0,0.96,3.74,766.9618,0
201275  ,1.0,1.0,1,47,,,3,1,0.0,637.5,2550.0,2000.0,3.0,No,2005,201275  _1.0,1.0,3.29,674.6803,0
201275  ,1.0,2.0,2,45,,,4,3,4.0,637.5,2550.0,0.0,0.0,0.0,2005,201275  _1.0,0.77,3.29,674.6803,0
201275  ,1.0,3.0,2,19,,,6,3,3.0,637.5,2550.0,0.0,0.0,0.0,2005,201275  _1.0,0.76,3.29,674.6803,0
201275  ,1.0,4.0,2,14,,,4,3,3.0,637.5,2550.0,0.0,0.0,0.0,2005,201275  _1.0,0.76,3.29,674.6803,0
201278  ,1.0,1.0,1,55,,,3,3,4.0,325.0,1300.0,0.0,0.0,0.0,2005,201278  _1.0,1.0,3.8,779.266,0
201278  ,1.0,2.0,2,54,,,3,3,4.0,325.0,1300.0,0.0,0.0,0.0,2005,201278  _1.0,0.76,3.8,779.266,0
201278  ,1.0,4.0,1,27,,,5,1,0.0,325.0,1300.0,700.0,3.0,No,2005,201278  _1.0,1.02,3.8,779.266,0
201278  ,1.0,5.0,1,21,,,4,1,0.0,325.0,1300.0,600.0,3.0,No,2005,201278  _1.0,1.02,3.8,779.266,0
201313  ,1.0,1.0,2,73,,,3,3,1.0,800.0,800.0,0.0,0.0,0.0,2005,201313  _1.0,0.67,0.67,137.39690000000002,0
201487  ,1.0,2.0,2,65,,,3,3,1.0,850.0,1700.0,0.0,0.0,0.0,2005,201487  _1.0,0.67,1.69,346.56829999999997,0
201487  ,1.0,3.0,1,25,,,5,1,0.0,850.0,1700.0,800.0,3.0,No,2005,201487  _1.0,1.02,1.69,346.56829999999997,0
201881  ,1.0,1.0,1,47,,,3,1,0.0,175.0,700.0,700.0,3.0,Sí,2005,201881  _1.0,1.0,3.23,662.3761,0
201881  ,1.0,2.0,2,38,,,3,2,0.0,175.0,700.0,0.0,3.0,0.0,2005,201881  _1.0,0.77,3.23,662.3761,0
201881  ,1.0,3.0,1,11,,,2,3,3.0,175.0,700.0,0.0,0.0,0.0,2005,201881  _1.0,0.82,3.23,662.3761,0
201881  ,1.0,4.0,1,6,,,2,4,3.0,175.0,700.0,0.0,0.0,0.0,2005,201881  _1.0,0.64,3.23,662.3761,0
201887  ,1.0,1.0,1,46,,,2,1,0.0,95.0,475.0,200.0,2.0,Sí,2005,201887  _1.0,1.0,4.3100000000000005,883.8517,1
201887  ,1.0,2.0,2,48,,,3,3,4.0,95.0,475.0,0.0,0.0,0.0,2005,201887  _1.0,0.76,4.3100000000000005,883.8517,1
201887  ,1.0,3.0,2,17,,,2,3,4.0,95.0,475.0,0.0,0.0,0.0,2005,201887  _1.0,0.77,4.3100000000000005,883.8517,1
201887  ,1.0,4.0,2,14,,,2,3,4.0,95.0,475.0,0.0,0.0,0.0,2005,201887  _1.0,0.76,4.3100000000000005,883.8517,1
201887  ,1.0,5.0,1,19,,,3,2,0.0,95.0,475.0,0.0,3.0,0.0,2005,201887  _1.0,1.02,4.3100000000000005,883.8517,1
201941  ,1.0,1.0,2,82,,,3,3,1.0,2150.0,2150.0,0.0,0.0,0.0,2005,201941  _1.0,0.63,0.63,129.1941,0
202007  ,1.0,1.0,1,44,,,5,1,0.0,550.0,1100.0,600.0,3.0,No,2005,202007  _1.0,1.0,1.77,362.9739,0
202007  ,1.0,2.0,2,41,,,3,1,0.0,550.0,1100.0,250.0,3.0,No,2005,202007  _1.0,0.77,1.77,362.9739,0
202071  ,1.0,1.0,1,29,,,5,1,0.0,400.0,800.0,800.0,2.0,Sí,2005,202071  _1.0,1.02,1.78,365.0246,0
202071  ,1.0,2.0,2,27,,,5,2,0.0,400.0,800.0,0.0,3.0,0.0,2005,202071  _1.0,0.76,1.78,365.0246,0
202107  ,1.0,1.0,1,51,,,3,1,0.0,116.66666666666669,350.0,350.0,2.0,Sí,2005,202107  _1.0,1.0,2.51,514.7257,1
202107  ,1.0,2.0,2,32,,,2,2,0.0,116.66666666666669,350.0,0.0,2.0,0.0,2005,202107  _1.0,0.77,2.51,514.7257,1
202107  ,1.0,3.0,2,12,,,2,3,3.0,116.66666666666669,350.0,0.0,0.0,0.0,2005,202107  _1.0,0.74,2.51,514.7257,1
202126  ,1.0,1.0,1,59,,,4,1,0.0,600.0,1800.0,1000.0,3.0,No,2005,202126  _1.0,1.0,2.43,498.3201,0
202126  ,1.0,2.0,2,61,,,4,3,4.0,600.0,1800.0,0.0,0.0,0.0,2005,202126  _1.0,0.67,2.43,498.3201,0
202126  ,1.0,3.0,2,24,,,4,1,0.0,600.0,1800.0,800.0,3.0,No,2005,202126  _1.0,0.76,2.43,498.3201,0
202178  ,1.0,1.0,2,27,,,5,1,0.0,195.0,780.0,420.0,3.0,No,2005,202178  _1.0,0.76,3.31,678.7817,0
202178  ,1.0,2.0,1,26,,,3,1,0.0,195.0,780.0,360.0,3.0,Sí,2005,202178  _1.0,1.02,3.31,678.7817,0
202178  ,1.0,3.0,2,18,,,6,3,3.0,195.0,780.0,0.0,0.0,0.0,2005,202178  _1.0,0.76,3.31,678.7817,0
202178  ,1.0,4.0,2,17,,,4,3,3.0,195.0,780.0,0.0,0.0,0.0,2005,202178  _1.0,0.77,3.31,678.7817,0
202296  ,1.0,1.0,1,61,,,3,1,0.0,400.0,800.0,400.0,2.0,No,2005,202296  _1.0,0.83,1.5,307.605,0
202296  ,1.0,2.0,2,62,,,5,1,0.0,400.0,800.0,400.0,2.0,No,2005,202296  _1.0,0.67,1.5,307.605,0
202400  ,1.0,1.0,1,38,,,6,1,0.0,600.0,1200.0,800.0,3.0,No,2005,202400  _1.0,1.0,1.77,362.9739,0
202400  ,1.0,2.0,2,37,,,4,1,0.0,600.0,1200.0,400.0,3.0,No,2005,202400  _1.0,0.77,1.77,362.9739,0
202583  ,1.0,1.0,1,57,,,3,1,0.0,1450.0,2900.0,1500.0,1.0,No,2005,202583  _1.0,1.0,1.76,360.9232,0
202583  ,1.0,2.0,2,56,,,5,1,0.0,1450.0,2900.0,600.0,3.0,No,2005,202583  _1.0,0.76,1.76,360.9232,0
202648  ,1.0,1.0,1,40,,,3,1,0.0,366.6666666666667,1100.0,750.0,3.0,No,2005,202648  _1.0,1.0,2.81,576.2467,0
202648  ,1.0,2.0,2,43,,,3,1,0.0,366.6666666666667,1100.0,350.0,3.0,Sí,2005,202648  _1.0,0.77,2.81,576.2467,0
202648  ,1.0,3.0,1,17,,,4,3,3.0,366.6666666666667,1100.0,0.0,0.0,0.0,2005,202648  _1.0,1.04,2.81,576.2467,0
202666  ,1.0,1.0,2,71,,,2,3,1.0,357.5,1430.0,0.0,0.0,0.0,2005,202666  _1.0,0.67,3.67,752.6069,0
202666  ,1.0,2.0,1,57,,,2,3,6.0,357.5,1430.0,0.0,0.0,0.0,2005,202666  _1.0,1.0,3.67,752.6069,0
202666  ,1.0,3.0,1,50,,,3,1,0.0,357.5,1430.0,350.0,3.0,No,2005,202666  _1.0,1.0,3.67,752.6069,0
202666  ,1.0,4.0,1,33,,,3,1,0.0,357.5,1430.0,500.0,3.0,Sí,2005,202666  _1.0,1.0,3.67,752.6069,0
202790  ,1.0,1.0,1,54,,,4,1,0.0,300.0,1200.0,1200.0,3.0,No,2005,202790  _1.0,1.0,3.48,713.6436,0
202790  ,1.0,2.0,2,51,,,5,3,4.0,300.0,1200.0,0.0,0.0,0.0,2005,202790  _1.0,0.76,3.48,713.6436,0
202790  ,1.0,3.0,2,24,,,6,3,3.0,300.0,1200.0,0.0,0.0,0.0,2005,202790  _1.0,0.76,3.48,713.6436,0
202790  ,1.0,4.0,1,14,,,4,3,3.0,300.0,1200.0,0.0,0.0,0.0,2005,202790  _1.0,0.96,3.48,713.6436,0
202902  ,1.0,1.0,1,46,,,5,1,0.0,183.3333333333333,1100.0,750.0,3.0,No,2005,202902  _1.0,1.0,4.98,1021.2486,0
202902  ,1.0,2.0,2,42,,,5,3,4.0,183.3333333333333,1100.0,0.0,0.0,0.0,2005,202902  _1.0,0.77,4.98,1021.2486,0
202902  ,1.0,3.0,1,14,,,4,3,3.0,183.3333333333333,1100.0,0.0,0.0,0.0,2005,202902  _1.0,0.96,4.98,1021.2486,0
202902  ,1.0,4.0,1,12,,,2,3,3.0,183.3333333333333,1100.0,0.0,0.0,0.0,2005,202902  _1.0,0.85,4.98,1021.2486,0
202902  ,1.0,5.0,2,11,,,2,3,3.0,183.3333333333333,1100.0,0.0,0.0,0.0,2005,202902  _1.0,0.72,4.98,1021.2486,0
202902  ,1.0,6.0,1,8,,,2,4,3.0,183.3333333333333,1100.0,0.0,0.0,0.0,2005,202902  _1.0,0.68,4.98,1021.2486,0
202945  ,1.0,1.0,1,23,,,3,1,0.0,350.0,1050.0,500.0,2.0,No,2005,202945  _1.0,1.02,2.24,459.3568,0
202945  ,1.0,2.0,2,26,,,5,1,0.0,350.0,1050.0,400.0,2.0,No,2005,202945  _1.0,0.76,2.24,459.3568,0
202945  ,1.0,3.0,2,2,,,1,4,5.0,350.0,1050.0,0.0,0.0,0.0,2005,202945  _1.0,0.46,2.24,459.3568,0
203052  ,1.0,1.0,2,38,,,3,1,0.0,124.0,620.0,150.0,3.0,Sí,2005,203052  _1.0,0.77,4.19,859.2433000000001,1
203052  ,1.0,2.0,1,17,,,4,3,3.0,124.0,620.0,0.0,0.0,0.0,2005,203052  _1.0,1.04,4.19,859.2433000000001,1
203052  ,1.0,3.0,2,16,,,4,3,3.0,124.0,620.0,0.0,0.0,0.0,2005,203052  _1.0,0.77,4.19,859.2433000000001,1
203052  ,1.0,4.0,2,14,,,4,3,3.0,124.0,620.0,0.0,0.0,0.0,2005,203052  _1.0,0.76,4.19,859.2433000000001,1
203052  ,1.0,5.0,1,12,,,2,3,3.0,124.0,620.0,0.0,0.0,0.0,2005,203052  _1.0,0.85,4.19,859.2433000000001,1
203124  ,1.0,1.0,1,26,,,4,1,0.0,120.0,600.0,600.0,3.0,No,2005,203124  _1.0,1.02,3.08,631.6156,1
203124  ,1.0,2.0,2,25,,,4,3,4.0,120.0,600.0,0.0,0.0,0.0,2005,203124  _1.0,0.76,3.08,631.6156,1
203124  ,1.0,3.0,2,7,,,2,4,3.0,120.0,600.0,0.0,0.0,0.0,2005,203124  _1.0,0.66,3.08,631.6156,1
203124  ,1.0,4.0,2,6,,,2,4,3.0,120.0,600.0,0.0,0.0,0.0,2005,203124  _1.0,0.64,3.08,631.6156,1
203124  ,1.0,5.0,2,,,,1,4,5.0,120.0,600.0,0.0,0.0,0.0,2005,203124  _1.0,0.0,3.08,631.6156,1
203236  ,1.0,1.0,1,77,,,3,3,1.0,1500.0,1500.0,0.0,0.0,0.0,2005,203236  _1.0,0.74,0.74,151.7518,0
203307  ,1.0,1.0,2,76,,,3,3,1.0,600.0,600.0,0.0,0.0,0.0,2005,203307  _1.0,0.63,0.63,129.1941,0
203361  ,1.0,1.0,1,55,,,4,1,0.0,400.0,1200.0,1200.0,3.0,No,2005,203361  _1.0,1.0,2.93,600.8551,0
203361  ,1.0,2.0,1,13,,,4,3,3.0,400.0,1200.0,0.0,0.0,0.0,2005,203361  _1.0,0.9,2.93,600.8551,0
203361  ,1.0,3.0,1,16,,,4,3,3.0,400.0,1200.0,0.0,0.0,0.0,2005,203361  _1.0,1.03,2.93,600.8551,0
203386  ,1.0,1.0,1,50,,,3,1,0.0,230.0,1150.0,1100.0,3.0,No,2005,203386  _1.0,1.0,3.8600000000000003,791.5702,0
203386  ,1.0,2.0,2,36,,,5,1,0.0,230.0,1150.0,50.0,2.0,Sí,2005,203386  _1.0,0.77,3.8600000000000003,791.5702,0
203386  ,1.0,3.0,2,12,,,2,3,3.0,230.0,1150.0,0.0,0.0,0.0,2005,203386  _1.0,0.74,3.8600000000000003,791.5702,0
203386  ,1.0,4.0,2,8,,,2,4,3.0,230.0,1150.0,0.0,0.0,0.0,2005,203386  _1.0,0.68,3.8600000000000003,791.5702,0
203386  ,1.0,5.0,2,69,,,3,2,0.0,230.0,1150.0,0.0,0.0,0.0,2005,203386  _1.0,0.67,3.8600000000000003,791.5702,0
203403  ,1.0,1.0,2,60,,,3,1,0.0,360.0,360.0,360.0,3.0,Sí,2005,203403  _1.0,0.76,0.76,155.8532,0
203555  ,1.0,1.0,1,49,,,3,1,0.0,233.3333333333333,700.0,200.0,2.0,No,2005,203555  _1.0,1.0,2.7800000000000002,570.0946,0
203555  ,1.0,2.0,2,55,,,3,2,0.0,233.3333333333333,700.0,0.0,3.0,0.0,2005,203555  _1.0,0.76,2.7800000000000002,570.0946,0
203555  ,1.0,3.0,1,24,,,4,1,0.0,233.3333333333333,700.0,500.0,3.0,No,2005,203555  _1.0,1.02,2.7800000000000002,570.0946,0
203560  ,1.0,1.0,1,50,,,5,1,0.0,741.5,1483.0,800.0,1.0,No,2005,203560  _1.0,1.0,1.76,360.9232,0
203560  ,1.0,2.0,2,46,,,5,1,0.0,741.5,1483.0,683.0,3.0,No,2005,203560  _1.0,0.76,1.76,360.9232,0
203570  ,1.0,1.0,1,22,,,4,1,0.0,250.0,750.0,600.0,3.0,No,2005,203570  _1.0,1.02,2.44,500.3708,0
203570  ,1.0,2.0,2,25,,,3,1,0.0,250.0,750.0,150.0,3.0,No,2005,203570  _1.0,0.76,2.44,500.3708,0
