CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,ITF,P21,CAT_OCUP,PP03J,ANO
TQRMNOUYWHJMOPCDEIIAD00881675,1.0,1,1,73.0,3,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOSQSHKMOQCDEIJAH00881314,1.0,1,1,31.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSQSHKMOQCDEIJAH00881314,1.0,2,2,31.0,2,1.0,4,2,0,0.0,0.0,0.0,0,,2025
TQRMNOSQSHKMOQCDEIJAH00881314,1.0,3,1,9.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOSQSHKMOQCDEIJAH00881314,1.0,4,2,5.0,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOSQPHKOKOCDEIIAD00860941,1.0,1,1,88.0,2,1.0,6,1,0,0.0,0.0,0.0,3,2.0,2025
TQRMNOSQPHKOKOCDEIIAD00860941,1.0,2,2,79.0,2,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPVXHLMLLCDEIJAH00856678,1.0,1,2,46.0,4,1.0,4,1,0,0.0,0.0,40000.0,2,2.0,2025
TQRMNOPVXHLMLLCDEIJAH00856678,1.0,2,2,21.0,5,4.0,3,2,0,0.0,0.0,0.0,3,,2025
TQRMNORQXHMLMOCDEIJAH00881437,1.0,1,2,64.0,4,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNORQXHMLMOCDEIJAH00881437,1.0,2,2,41.0,2,1.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNORQXHMLMOCDEIJAH00881437,1.0,3,1,46.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNORQXHMLMOCDEIJAH00881437,1.0,4,2,15.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNORQXHMLMOCDEIJAH00881437,1.0,5,2,11.0,5,1.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQSTHLNTPCDEIJAH00855462,1.0,1,2,77.0,4,1.0,7,3,4,0.0,0.0,0.0,0,,2025
TQRMNOQSTHLNTPCDEIJAH00855462,1.0,2,2,42.0,2,1.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNOQSTHLNTPCDEIJAH00855462,1.0,3,1,50.0,2,1.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQSTHLNTPCDEIJAH00855462,1.0,4,2,20.0,5,1.0,6,3,7,0.0,0.0,0.0,0,,2025
TQRMNOQSTHLNTPCDEIJAH00855462,1.0,5,1,24.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPVYHLKPLCDEIJAH00858405,1.0,1,2,93.0,4,2.0,3,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPSXHLKQSCDEIJAH00881631,1.0,1,2,50.0,3,1.0,6,1,0,0.0,0.0,1000000.0,3,2.0,2025
TQRMNOQTXHJOPTCDEIJAH00872857,1.0,1,1,83.0,4,1.0,1,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQTXHJOPTCDEIJAH00872857,1.0,2,1,56.0,4,4.0,3,1,0,0.0,0.0,100000.0,2,1.0,2025
TQRMNOQTXHJOPTCDEIJAH00872857,1.0,3,2,24.0,5,4.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNOQTXHJOPTCDEIJAH00872857,1.0,4,2,22.0,5,4.0,5,1,0,0.0,0.0,350000.0,3,2.0,2025
TQRMNOQTXHJOPTCDEIJAH00872857,1.0,5,1,3.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOSSTHLOOSCDEIJAH00855651,1.0,3,1,24.0,5,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSSTHLOOSCDEIJAH00855651,1.0,4,2,22.0,5,4.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSSTHLOOSCDEIJAH00855651,1.0,1,1,54.0,1,4.0,2,1,0,0.0,0.0,,2,2.0,2025
TQRMNOSSTHLOOSCDEIJAH00855651,1.0,2,2,55.0,1,4.0,1,3,4,0.0,0.0,0.0,0,,2025
TQRMNOPSXHLKQSCDEIJAH00881631,1.0,2,2,25.0,5,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPSXHLKQSCDEIJAH00881631,1.0,3,2,24.0,5,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQQXHMOTLCDEIJAH00881386,1.0,1,1,57.0,2,1.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQQXHMOTLCDEIJAH00881386,1.0,2,2,59.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQQXHMOTLCDEIJAH00881386,1.0,3,1,29.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQQXHMOTLCDEIJAH00881386,1.0,4,2,22.0,5,4.0,4,2,0,0.0,0.0,0.0,0,,2025
TQRMNORRWHKNRUCDEIJAH00861530,1.0,1,1,65.0,3,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNOTPVHMNMLCDEIIAD00881653,1.0,1,1,63.0,2,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOTPVHMNMLCDEIIAD00881653,1.0,2,2,54.0,2,1.0,6,3,2,0.0,0.0,0.0,0,,2025
TQRMNOTPVHMNMLCDEIIAD00881653,1.0,3,1,19.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOTPVHMNMLCDEIIAD00881653,1.0,4,2,22.0,5,1.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNORYWHLNQTCDEIJAH00855079,1.0,1,2,73.0,4,1.0,3,3,4,0.0,0.0,0.0,0,,2025
TQRMNORYWHLNQTCDEIJAH00855079,1.0,2,1,34.0,1,1.0,2,1,0,0.0,0.0,870000.0,3,2.0,2025
TQRMNORYWHLNQTCDEIJAH00855079,1.0,3,2,32.0,1,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNORYWHLNQTCDEIJAH00855079,1.0,4,1,12.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNORYWHLNQTCDEIJAH00855079,1.0,5,1,4.0,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOTXTHMMRNCDEIJAH00881655,1.0,1,2,25.0,5,4.0,6,1,0,0.0,0.0,60000.0,3,2.0,2025
TQRMNOTTSHLKRSCDEIJAH00855307,1.0,1,1,62.0,2,1.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNOTTSHLKRSCDEIJAH00855307,1.0,2,1,23.0,5,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOTTSHLKRSCDEIJAH00855307,1.0,3,2,60.0,2,1.0,6,1,0,0.0,0.0,900000.0,3,2.0,2025
TQRMNOQSYHKOQQCDEIJAH00856815,1.0,1,1,62.0,2,4.0,4,1,0,0.0,0.0,,2,1.0,2025
TQRMNOQSYHKOQQCDEIJAH00856815,1.0,2,2,57.0,2,4.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNOQSYHKOQQCDEIJAH00856815,1.0,3,1,22.0,5,4.0,4,1,0,0.0,0.0,,2,1.0,2025
TQRMNOPSSHMLRTCDEIJAH00881492,1.0,1,2,71.0,2,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPSSHMLRTCDEIJAH00881492,1.0,2,1,67.0,2,1.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPUWHKMQUCDEIJAH00881535,1.0,1,2,83.0,4,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNOTXTHMMRNCDEIJAH00881655,1.0,2,1,48.0,5,1.0,2,1,0,0.0,0.0,,3,1.0,2025
TQRMNOTXTHMMRNCDEIJAH00881655,1.0,3,1,48.0,5,1.0,2,1,0,0.0,0.0,800000.0,3,1.0,2025
TQRMNOTXTHMMRNCDEIJAH00881655,1.0,4,1,45.0,5,1.0,2,1,0,0.0,0.0,800000.0,3,1.0,2025
TQRMNOTXTHMMRNCDEIJAH00881655,1.0,5,1,12.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOTXTHMMRNCDEIJAH00881655,1.0,6,1,5.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOQRSHKKKTCDEIIAD00861235,1.0,1,1,41.0,1,1.0,2,1,0,0.0,0.0,,3,1.0,2025
TQRMNOQRSHKKKTCDEIIAD00861235,1.0,2,2,42.0,1,1.0,2,1,0,0.0,0.0,0.0,3,2.0,2025
TQRMNOQRSHKKKTCDEIIAD00861235,1.0,3,1,16.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQRSHKKKTCDEIIAD00861235,1.0,4,1,13.0,5,1.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQRSHKKKTCDEIIAD00861235,1.0,5,1,,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOSXSHMMNQCDEIJAH00881366,1.0,1,1,82.0,4,1.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOPXVHLLPQCDEIJAH00855326,1.0,1,1,66.0,2,2.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPXVHLLPQCDEIJAH00855326,1.0,2,2,65.0,2,2.0,5,3,4,0.0,0.0,0.0,0,,2025
TQRMNOQQSHLKPRCDEIJAH00881518,1.0,1,1,82.0,2,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQQSHLKPRCDEIJAH00881518,1.0,2,2,79.0,2,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNORSRHJMQNCDEIJAH00881519,1.0,1,2,50.0,5,1.0,6,1,0,0.0,0.0,500000.0,3,2.0,2025
TQRMNORSRHJMQNCDEIJAH00881519,1.0,2,1,16.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPPWHMMPMCDEIJAH00881520,1.0,1,1,77.0,2,1.0,3,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPPWHMMPMCDEIJAH00881520,1.0,2,2,77.0,2,1.0,1,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQTTHLMRUCDEIJAH00855541,1.0,1,2,61.0,3,4.0,3,3,4,0.0,0.0,0.0,0,,2025
TQRMNOQTTHLMRUCDEIJAH00855541,1.0,2,2,27.0,5,4.0,2,3,6,0.0,0.0,0.0,0,,2025
TQRMNOQTTHLMRUCDEIJAH00855541,1.0,3,1,40.0,5,4.0,4,3,7,0.0,0.0,0.0,0,,2025
TQRMNOQTTHLMRUCDEIJAH00855541,1.0,6,2,21.0,5,4.0,4,1,0,0.0,0.0,0.0,3,1.0,2025
TQRMNOQTTHLMRUCDEIJAH00855541,1.0,7,1,20.0,5,4.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQQWHJOSQCDEIJAH00873335,1.0,1,2,58.0,2,4.0,6,1,0,0.0,0.0,264000.0,3,2.0,2025
TQRMNOQQWHJOSQCDEIJAH00873335,1.0,2,1,55.0,2,4.0,2,1,0,0.0,0.0,,2,2.0,2025
TQRMNOSXSHMMNQCDEIJAH00881366,1.0,2,1,47.0,5,1.0,6,0,0,0.0,0.0,0.0,0,,2025
TQRMNORQUHJOONCDEIJAH00872961,1.0,1,2,61.0,3,4.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOTRYHMMLUCDEIIAD00881538,1.0,1,1,56.0,3,4.0,4,1,0,0.0,0.0,800000.0,3,2.0,2025
TQRMNOTRYHMMLUCDEIIAD00881538,1.0,2,1,22.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQVTHLMMLCDEIJAH00855156,1.0,1,1,82.0,2,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQXTHMMOSCDEIJAH00881322,1.0,1,2,56.0,4,1.0,6,1,0,0.0,0.0,,1,1.0,2025
TQRMNOQXTHMMOSCDEIJAH00881322,1.0,2,1,14.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQXTHMMOSCDEIJAH00881322,1.0,3,1,22.0,5,4.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQXTHMMOSCDEIJAH00881322,1.0,4,1,17.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPXPHJNPUCDEIJAH00873001,1.0,1,2,75.0,4,1.0,2,3,6,0.0,0.0,0.0,0,,2025
TQRMNOPXPHJNPUCDEIJAH00873001,1.0,2,1,50.0,3,4.0,2,1,0,0.0,0.0,,2,1.0,2025
TQRMNOPXPHJNPUCDEIJAH00873001,1.0,3,1,22.0,5,4.0,4,2,0,0.0,0.0,0.0,2,,2025
TQRMNORUPHJNPUCDEIJAH00873002,1.0,1,1,60.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOUVUHMKPRCDEIJAH00881726,1.0,1,2,65.0,4,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPXUHKMQOCDEIJAH00881868,1.0,1,1,43.0,2,4.0,2,1,0,0.0,0.0,,2,1.0,2025
TQRMNOPXUHKMQOCDEIJAH00881868,1.0,2,2,36.0,2,4.0,4,1,0,0.0,0.0,,3,1.0,2025
TQRMNOPXUHKMQOCDEIJAH00881868,1.0,3,2,5.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOSTVHLNRMCDEIJAH00855308,1.0,1,1,49.0,1,4.0,3,1,0,0.0,0.0,,1,2.0,2025
TQRMNOQYWHKMQRCDEIJAH00859865,1.0,1,2,55.0,1,4.0,2,2,0,0.0,0.0,0.0,3,,2025
TQRMNOQYWHKMQRCDEIJAH00859865,1.0,2,1,65.0,1,4.0,3,1,0,0.0,0.0,160000.0,3,1.0,2025
TQRMNOQYWHKMQRCDEIJAH00859865,1.0,3,2,16.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQYWHKMQRCDEIJAH00859865,1.0,4,2,33.0,3,4.0,2,1,0,0.0,0.0,500000.0,3,1.0,2025
TQRMNOQYWHKMQRCDEIJAH00859865,1.0,5,1,12.0,5,4.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQYWHKMQRCDEIJAH00859865,1.0,6,2,9.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNORSSHLNLTCDEIIAD00859649,1.0,1,2,80.0,3,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOTTWHLMLUCDEIIAD00854894,1.0,1,2,60.0,3,1.0,6,1,0,0.0,0.0,400000.0,3,2.0,2025
TQRMNOQTQHMLLLCDEIJAH00882004,1.0,1,1,40.0,5,1.0,6,1,0,0.0,0.0,,3,1.0,2025
TQRMNOQTQHMLLLCDEIJAH00882004,1.0,2,1,21.0,5,9.0,1,0,0,0.0,0.0,0.0,0,,2025
TQRMNOQTQHMLLLCDEIJAH00882004,1.0,3,1,21.0,5,9.0,1,0,0,0.0,0.0,0.0,0,,2025
TQRMNOQTQHMLLLCDEIJAH00882004,1.0,4,1,21.0,5,9.0,1,0,0,0.0,0.0,0.0,0,,2025
TQRMNOSTVHLNRMCDEIJAH00855308,1.0,3,1,20.0,5,4.0,3,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSTVHLNRMCDEIJAH00855308,1.0,5,2,9.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOSTVHLNRMCDEIJAH00855308,1.0,6,2,46.0,1,4.0,5,3,4,0.0,0.0,0.0,0,,2025
TQRMNOSTVHLNRMCDEIJAH00855308,1.0,7,1,11.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOYPXHMOLRCDEIJAH00882000,1.0,1,1,42.0,2,1.0,1,3,7,0.0,0.0,0.0,0,,2025
TQRMNOYPXHMOLRCDEIJAH00882000,1.0,2,2,48.0,2,1.0,1,1,0,0.0,0.0,,3,2.0,2025
TQRMNOYPXHMOLRCDEIJAH00882000,1.0,3,1,29.0,5,1.0,2,2,0,0.0,0.0,0.0,3,,2025
TQRMNOYPXHMOLRCDEIJAH00882000,1.0,4,2,11.0,5,1.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPVRHMNNRCDEIIAD00881809,1.0,1,1,56.0,2,1.0,6,1,0,0.0,0.0,800000.0,3,2.0,2025
TQRMNOPVRHMNNRCDEIIAD00881809,1.0,2,2,54.0,2,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPVRHMNNRCDEIIAD00881809,1.0,3,2,15.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOTVPHLMNRCDEIIAD00874597,1.0,1,1,41.0,1,4.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOTVPHLMNRCDEIIAD00874597,1.0,2,2,42.0,1,1.0,4,1,0,0.0,0.0,600000.0,3,2.0,2025
TQRMNOTVPHLMNRCDEIIAD00874597,1.0,3,1,21.0,5,4.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOURWHKNLSCDEIIAD00861802,1.0,1,2,52.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOURWHKNLSCDEIIAD00861802,1.0,2,1,50.0,2,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOURWHKNLSCDEIIAD00861802,1.0,3,2,21.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOURWHKNLSCDEIIAD00861802,1.0,4,1,11.0,5,1.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOTXUHJOKPCDEIJAH00875943,1.0,1,2,51.0,2,1.0,4,1,0,0.0,0.0,,2,2.0,2025
TQRMNOTXUHJOKPCDEIJAH00875943,1.0,2,1,58.0,2,4.0,1,1,0,0.0,0.0,,2,1.0,2025
TQRMNOPXRHJOLTCDEIJAH00875086,1.0,2,1,50.0,1,1.0,3,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPXRHJOLTCDEIJAH00875086,1.0,3,2,19.0,5,4.0,4,1,0,0.0,0.0,150000.0,2,1.0,2025
TQRMNOQRUHJONTCDEIJAH00875088,1.0,1,2,59.0,1,4.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNOQRUHJONTCDEIJAH00875088,1.0,2,1,62.0,1,4.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNOQQTHLLMRCDEIIAD00857089,1.0,1,1,71.0,2,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQQTHLLMRCDEIIAD00857089,1.0,2,2,67.0,2,1.0,6,3,2,0.0,0.0,0.0,0,,2025
TQRMNOSQVHJLMRCDEIIAD00873298,1.0,1,2,45.0,2,2.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNOSQVHJLMRCDEIIAD00873298,1.0,2,1,44.0,2,2.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNOTVPHLMNRCDEIIAD00874597,1.0,4,1,14.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOTVPHLMNRCDEIIAD00874597,1.0,5,1,9.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOTVPHLMNRCDEIIAD00874597,1.0,6,1,7.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOTVPHLMNRCDEIIAD00874597,1.0,7,2,2.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOPSVHKNOMCDEIIAD00859199,1.0,1,1,77.0,2,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPSVHKNOMCDEIIAD00859199,1.0,2,2,68.0,2,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPRRHJNNUCDEIIAD00874292,1.0,1,2,46.0,3,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPRRHJNNUCDEIIAD00874292,1.0,2,2,15.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPRRHJNNUCDEIIAD00874292,1.0,3,1,14.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQSTHMMOOCDEIIAD00881810,1.0,1,2,49.0,1,2.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNOQSTHMMOOCDEIIAD00881810,1.0,2,1,60.0,1,2.0,5,1,0,0.0,0.0,,2,2.0,2025
TQRMNOQYVHJLONCDEIIAD00874302,1.0,1,2,60.0,2,1.0,5,1,0,0.0,0.0,,2,2.0,2025
TQRMNOQYVHJLONCDEIIAD00874302,1.0,2,1,61.0,2,1.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPUPHMMOPCDEIIAD00881848,1.0,1,1,36.0,2,4.0,5,1,0,0.0,0.0,1800000.0,1,2.0,2025
TQRMNOPUPHMMOPCDEIIAD00881848,1.0,2,2,35.0,2,1.0,6,1,0,0.0,0.0,850000.0,3,2.0,2025
TQRMNOPQUHKOKMCDEIJAH00862459,1.0,1,2,38.0,5,4.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOPQUHKOKMCDEIJAH00862459,1.0,2,1,20.0,1,1.0,3,1,0,0.0,0.0,500000.0,3,2.0,2025
TQRMNOPQUHKOKMCDEIJAH00862459,1.0,3,2,22.0,1,4.0,2,1,0,0.0,0.0,,2,1.0,2025
TQRMNOPWXHMOKNCDEIJAH00881849,1.0,1,1,56.0,2,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPWXHMOKNCDEIJAH00881849,1.0,2,2,56.0,2,1.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOPWXHMOKNCDEIJAH00881849,1.0,3,1,33.0,5,1.0,4,1,0,0.0,0.0,700000.0,3,2.0,2025
TQRMNOQWPHLKLPCDEIIAD00881949,1.0,1,2,41.0,2,12.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQWPHLKLPCDEIIAD00881949,1.0,2,1,44.0,2,2.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQWPHLKLPCDEIIAD00881949,1.0,3,2,14.0,5,2.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQWPHLKLPCDEIIAD00881949,1.0,4,2,10.0,5,2.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPSUHKLKUCDEIIAD00859148,1.0,1,1,59.0,5,4.0,5,1,0,0.0,0.0,0.0,3,2.0,2025
TQRMNOPTTHJLLTCDEIIAD00874036,1.0,1,1,53.0,1,1.0,4,1,0,0.0,0.0,800000.0,3,2.0,2025
TQRMNOPTTHJLLTCDEIIAD00874036,1.0,2,2,27.0,1,1.0,4,1,0,0.0,0.0,,2,2.0,2025
TQRMNOPTTHJLLTCDEIIAD00874036,1.0,3,2,17.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPXRHJOLTCDEIJAH00875086,1.0,1,2,56.0,1,4.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSQVHJLMRCDEIIAD00873298,1.0,3,1,9.0,5,2.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOSQVHJLMRCDEIIAD00873298,1.0,4,2,15.0,5,2.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQYVHJLONCDEIIAD00874302,1.0,3,2,25.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNORTVHMOKNCDEIJAH00881850,1.0,1,1,53.0,2,1.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNORTVHMOKNCDEIJAH00881850,1.0,2,2,49.0,2,1.0,3,1,0,0.0,0.0,,2,2.0,2025
TQRMNORTVHMOKNCDEIJAH00881850,1.0,3,1,20.0,5,1.0,5,1,0,0.0,0.0,0.0,4,2.0,2025
TQRMNORTVHMOKNCDEIJAH00881850,1.0,4,1,25.0,5,4.0,6,1,0,0.0,0.0,0.0,4,2.0,2025
TQRMNOSPUHJOKNCDEIJAH00874334,1.0,1,1,71.0,4,1.0,2,1,0,0.0,0.0,,2,2.0,2025
TQRMNOQSPHMMKOCDEIJAH00881851,1.0,1,1,29.0,1,1.0,4,1,0,0.0,0.0,1500000.0,3,2.0,2025
TQRMNOQSPHMMKOCDEIJAH00881851,1.0,2,2,29.0,1,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPSUHKLKUCDEIIAD00859148,1.0,2,1,45.0,5,4.0,6,2,0,0.0,0.0,0.0,2,,2025
TQRMNOPSUHKLKUCDEIIAD00859148,1.0,3,2,73.0,4,1.0,3,3,7,0.0,0.0,0.0,0,,2025
TQRMNORRTHKLKUCDEIIAD00881950,1.0,1,2,78.0,4,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQRUHLMPUCDEIJAH00855148,1.0,1,1,64.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQRUHLMPUCDEIJAH00855148,1.0,2,2,61.0,2,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQRUHLMPUCDEIJAH00855148,1.0,3,1,20.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQRUHLMPUCDEIJAH00855148,1.0,4,2,20.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSVYHJOKPCDEIJAH00874377,1.0,1,2,79.0,4,4.0,2,3,6,0.0,0.0,0.0,0,,2025
TQRMNOSVYHJOKPCDEIJAH00874377,1.0,2,2,54.0,5,1.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNOSQRHKOMRCDEIIAD00882024,1.0,8,2,47.0,5,4.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQVSHKKSNCDEIJAH00863994,1.0,1,1,53.0,2,2.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQVSHKKSNCDEIJAH00863994,1.0,2,2,47.0,2,2.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQVSHKKSNCDEIJAH00863994,1.0,3,1,18.0,5,2.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQVSHKKSNCDEIJAH00863994,1.0,4,2,20.0,5,2.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSQRHKOMRCDEIIAD00882024,1.0,1,2,66.0,4,1.0,2,2,0,0.0,0.0,0.0,0,,2025
TQRMNOSQRHKOMRCDEIIAD00882024,1.0,2,1,38.0,1,1.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSQRHKOMRCDEIIAD00882024,1.0,3,2,33.0,1,4.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNOSQRHKOMRCDEIIAD00882024,1.0,4,1,70.0,5,1.0,2,1,0,0.0,0.0,,2,9.0,2025
TQRMNOSQRHKOMRCDEIIAD00882024,1.0,5,1,29.0,5,4.0,3,1,0,0.0,0.0,,3,9.0,2025
TQRMNOSQRHKOMRCDEIIAD00882024,1.0,6,2,14.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSQRHKOMRCDEIIAD00882024,1.0,7,2,44.0,5,4.0,2,1,0,0.0,0.0,,2,2.0,2025
TQRMNOPWSHJKMSCDEIIAD00874090,1.0,1,2,68.0,1,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPWSHJKMSCDEIIAD00874090,1.0,2,1,69.0,1,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQQQHMMNLCDEIJAH00882034,1.0,1,2,57.0,5,1.0,5,1,0,0.0,0.0,1100000.0,3,2.0,2025
TQRMNOSVSHKONPCDEIJAH00863406,1.0,1,2,43.0,1,1.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSVSHKONPCDEIJAH00863406,1.0,2,1,48.0,1,1.0,5,1,0,0.0,0.0,,2,2.0,2025
