fold,train_size,test_size,train_start_date,train_end_date,test_start_date,test_end_date,rmse,mae,r2,dir_acc
51,4500,60,2000-01-03,2017-04-19,2017-04-20,2017-07-12,34.88703547521707,27.832355259618893,-0.23859757866422115,0.55
52,4560,60,2000-01-03,2017-07-12,2017-07-13,2017-10-04,30.412311426315167,25.187921529852556,-1.1481186252075384,0.4666666666666667
53,4620,60,2000-01-03,2017-10-04,2017-10-05,2017-12-27,28.592410880461596,25.176826918774783,-2.6811894202569677,0.5166666666666667
54,4680,60,2000-01-03,2017-12-27,2017-12-28,2018-03-21,32.569425575708465,26.490753517322805,-0.009721652781182977,0.5333333333333333
55,4740,60,2000-01-03,2018-03-21,2018-03-22,2018-06-13,41.769507859294315,34.1075425170427,0.18347814639707816,0.5166666666666667
56,4800,60,2000-01-03,2018-06-13,2018-06-14,2018-09-05,42.42199880033002,33.361742264549626,-0.6567808670510515,0.48333333333333334
57,4860,60,2000-01-03,2018-09-05,2018-09-06,2018-11-28,36.654217446164054,30.072909430306996,-0.47545644379865304,0.5666666666666667
58,4920,60,2000-01-03,2018-11-28,2018-11-29,2019-02-20,35.00152021554182,30.120846010896607,-1.1853803274255679,0.4166666666666667
59,4980,60,2000-01-03,2019-02-20,2019-02-21,2019-05-15,29.886862418732328,25.9617036628518,0.38130242723219543,0.55
60,5040,60,2000-01-03,2019-05-15,2019-05-16,2019-08-07,45.88701673602046,35.774073363920444,-2.112768333886836,0.48333333333333334
61,5100,60,2000-01-03,2019-08-07,2019-08-08,2019-10-30,44.81046809624422,36.94670781012399,-0.8427418231207455,0.4166666666666667
62,5160,60,2000-01-03,2019-10-30,2019-10-31,2020-01-22,41.86509456927891,35.60160296739217,-1.2725767884837547,0.26666666666666666
63,5220,60,2000-01-03,2020-01-22,2020-01-23,2020-04-15,38.192949313764686,30.56491519277043,-0.550508864533221,0.48333333333333334
64,5280,60,2000-01-03,2020-04-15,2020-04-16,2020-07-08,29.048961532888605,18.944646306727257,0.0989956628494083,0.4666666666666667
65,5340,60,2000-01-03,2020-07-08,2020-07-09,2020-09-30,37.343459307752916,30.503576156424035,0.5817634465469136,0.4666666666666667
66,5400,60,2000-01-03,2020-09-30,2020-10-01,2020-12-23,75.72124015528578,60.63382304491929,0.06618686465658619,0.3333333333333333
67,5460,60,2000-01-03,2020-12-23,2020-12-24,2021-03-17,96.87055901651894,76.29065240919653,-0.5359461438176485,0.31666666666666665
68,5520,60,2000-01-03,2021-03-17,2021-03-18,2021-06-09,123.9158256216729,87.56182354895162,-0.031276379452100045,0.4
69,5580,60,2000-01-03,2021-06-09,2021-06-10,2021-09-01,86.00288115348732,60.76348307266806,0.1034007642311271,0.65
70,5640,60,2000-01-03,2021-09-01,2021-09-02,2021-11-24,53.22709229579967,37.689539732786294,-0.5013976978987424,0.6
71,5700,60,2000-01-03,2021-11-24,2021-11-25,2022-02-16,116.16532840431282,68.6587457636782,0.4291978433146615,0.5333333333333333
72,5760,60,2000-01-03,2022-02-16,2022-02-17,2022-05-11,98.0798574744103,57.113211137275606,-0.07900046094610524,0.55
73,5820,60,2000-01-03,2022-05-11,2022-05-12,2022-08-03,185.94020730912544,105.74808543693673,-0.30435839682193744,0.65
74,5880,60,2000-01-03,2022-08-03,2022-08-04,2022-10-26,88.67909084966571,58.067489147712635,-0.07958003205444686,0.7
75,5940,60,2000-01-03,2022-10-26,2022-10-27,2023-01-18,141.1853144157593,114.77024724661723,-0.2617226879731227,0.38333333333333336
76,6000,60,2000-01-03,2023-01-18,2023-01-19,2023-04-12,117.08475682245141,96.75660700147442,-0.4437727472770976,0.5
77,6060,60,2000-01-03,2023-04-12,2023-04-13,2023-07-05,130.20948219499928,99.01284768802903,-0.18904335515059456,0.45
78,6120,60,2000-01-03,2023-07-05,2023-07-06,2023-09-27,68.36726219501666,52.17000054906982,0.41672276159734045,0.7833333333333333
79,6180,60,2000-01-03,2023-09-27,2023-09-28,2023-12-20,75.29414713919547,51.509708718161725,-0.31548098007701797,0.5
80,6240,60,2000-01-03,2023-12-20,2023-12-21,2024-03-13,66.18536781070026,39.219581079320385,-0.33257047480924995,0.5666666666666667
81,6300,60,2000-01-03,2024-03-13,2024-03-14,2024-06-05,47.16959508854042,31.86162504498703,-0.06306596963689759,0.6
82,6360,60,2000-01-03,2024-06-05,2024-06-06,2024-08-28,52.217881092380594,39.65558099158693,0.5752481806635859,0.65
83,6420,60,2000-01-03,2024-08-28,2024-08-29,2024-11-20,39.49554123744851,31.989182045226773,-1.5727490633317025,0.48333333333333334
84,6480,60,2000-01-03,2024-11-20,2024-11-21,2025-02-13,28.367530118537225,23.49543962739669,0.22559240543612824,0.6
85,6540,60,2000-01-03,2025-02-13,2025-02-14,2025-05-09,25.16158515766104,20.926755426841307,-0.2893903929171262,0.5166666666666667
86,6600,60,2000-01-03,2025-05-09,2025-05-12,2025-08-01,31.223223997849818,25.673222547402556,0.13729037746376882,0.55
87,6660,60,2000-01-03,2025-08-01,2025-08-04,2025-10-24,44.98503524284099,34.833395305317616,-1.8810481120547,0.4166666666666667
